,popularity,original_title,cast,director,genres,production_companies,vote_average,release_year,budget_adj,revenue_adj,net_profit
996,0.330541,Angry Video Game Nerd: The Movie,James D. Rolfe|Jeremy Suarez|Sarah Glendening|Stephen Mendel|Helena Barrett,James D. Rolfe|Kevin Finn,Science Fiction|Adventure|Comedy,Cinemassacre,5.8,2014,300208.442904789,0.0,-300208.442904789
997,0.330431,Star Wars Rebels: Spark of Rebellion,Freddie Prinze Jr.|Vanessa Marshall|Steve Blum|Tiya Sircar|Taylor Gray,Steward Lee|Steven G. Lee,,,6.8,2014,0.0,0.0,0.0
998,0.276845,These Final Hours,Nathan Phillips|Angourie Rice|Daniel Henshall|Jessica De Gouw|David Field,Zak Hilditch,Science Fiction|Drama|Thriller,XYZ Films|8th In Line,6.1,2014,0.0,0.0,0.0
999,0.460808,The Pretty One,Zoe Kazan|Jake Johnson|Ron Livingston|Danny Pudi|Sterling Beaumon,JenÃ©e LaMarque,Comedy|Drama,Schorr Pictures|Provenance Pictures|RCR Pictures,5.9,2014,0.0,12682.5026780722,12682.5026780722
1000,0.324403,Debug,Jeananne Goossen|Adrian Holmes|Adam Butcher|Jason Momoa|Kyle Mac,David Hewlett,Horror|Science Fiction,Copperheart Entertainment|Monkeys & Parrots,4.0,2014,0.0,0.0,0.0
1001,0.303538,Flowers in the Attic,Heather Graham|Ellen Burstyn|Kiernan Shipka|Dylan Bruce|Chad Willett,Deborah Chow,Drama|Mystery|Thriller|TV Movie,Front Street Pictures|Cue the Dog Productions|Lifetime Movie Network,6.4,2014,0.0,0.0,0.0
1002,0.323009,Outlaw Prophet: Warren Jeffs,Joey King|Tony Goldwyn|Martin Landau|Molly Parker|Alex Knight,Gabriel Range,Drama|Crime|TV Movie,Lifetime Television,5.9,2014,0.0,0.0,0.0
1003,0.362439,The Song,Alan Powell|Ali Faulkner|Caitlin Nicol-Thomas|Danny Vinson|Kenda Benward,Richard Ramsey,Music|Romance|Drama,City on a Hill Productions,6.0,2014,0.0,929951.946679881,929951.946679881
1004,0.318941,Parts Per Billion,Josh Hartnett|Teresa Palmer|Alexis Bledel|Rosario Dawson|Penn Badgley,Brian Horiuchi,Science Fiction,Benaroya Pictures|XYZ Films|PalmStar Entertainment|Miscellaneous Entertainment|Traverse Media,4.8,2014,460545.525385729,13816365.7615718,13355820.236186072
1005,0.318608,The Last Five Years,Anna Kendrick|Jeremy Jordan|Natalie Knepp|Bettina Bresnan|Marceline Hugot,Richard LaGravenese,Comedy|Drama|Music|Romance,Lucky Monkey Pictures|Sh-K-Boom Records|Grand Peaks Entertainment|Radius-TWC,5.4,2014,0.0,0.0,0.0
1006,0.317225,Better Living Through Chemistry,Olivia Wilde|Michelle Monaghan|Sam Rockwell|Ray Liotta|Jane Fonda,Geoff Moore|David Posamentier,Drama|Comedy,Aegis Film Fund|Altus Productions|Ealing Metro International|Occupant Entertainment,5.9,2014,4605455.25385729,69213.5448281198,-4536241.709029171
1007,0.404018,Cabin Fever: Patient Zero,Sean Astin|Jillian Murray|Currie Graham|Ryan Donowho|Brando Eaton,Kaare Andrews,Horror,Indomina Productions|Film002|Hypotenuse Films,4.6,2014,0.0,0.0,0.0
1008,0.316313,Bad Turn Worse,Mackenzie Davis|Logan Huffman|Jeremy Allen White|William Devane|Jon Gries,Simon Hawkins|Zeke Hawkins,Thriller|Crime|Drama,,5.4,2014,0.0,0.0,0.0
1009,0.315839,The Disappearance of Eleanor Rigby: Him,James McAvoy|Jessica Chastain|Bill Hader|CiarÃ¡n Hinds|Nina Arianda,Ned Benson,Romance|Drama,Myriad Pictures|Unison Films|Kim and Jim Productions|Division Films|Dreambridge Films,6.4,2014,0.0,0.0,0.0
1010,0.689942,Cooties,Elijah Wood|Alison Pill|Rainn Wilson|Jack McBrayer|Nasim Pedrad,Cary Murnion|Jonathan Milott,Action|Comedy|Horror,SpectreVision|Glacier Films,5.2,2014,0.0,0.0,0.0
1011,0.309771,Hangar 10,Danny Shayler|Abbie Salt|Robert Curtis,Daniel Simpson,Thriller|Horror|Science Fiction,Lipsync Productions|Newscope Films|Bigscope Films,4.7,2014,0.0,0.0,0.0
1012,0.309634,Leprechaun: Origins,Dylan Postl|Stephanie Bennett|Melissa Roxburgh|Brendan Fletcher|Andrew Dunbar,Zach Lipovsky,Horror,WWE Studios,3.9,2014,0.0,0.0,0.0
1013,0.309101,Someone Marry Barry,Tyler Labine|Damon Wayans Jr.|Lucy Punch|Hayes MacArthur|Amanda Lund,Rob Pearlstein,Comedy,Straight Up Films|Madrose Productions,5.6,2014,0.0,0.0,0.0
1014,0.512023,Viking: The Berserkers,Sol Heras|Anthony Baines|Kezia Burrows|Nick Cornwall|Harry Feltham,Antony Smith,Thriller|Horror,Lindisfarne SPV1,5.0,2014,0.0,0.0,0.0
1015,0.308899,Kid Cannabis,Jonathan Daniel Brown|Kenny Wormald|Ron Perlman|Aaron Yoo|Amanda Tapping,John Stockwell,Drama,Wingman Productions|Imprint Entertainment|Gordon Bijelonic / Datari Turner Films,6.3,2014,0.0,0.0,0.0
1016,0.43435,Swelter,Jean-Claude Van Damme|Brad Carter|Josh Henderson|Alfred Molina|Lennie James,Keith Parmer,Action|Drama|Thriller,Grand Peaks Entertainment|Exchange Peaks Film Capital|Film Invaders,4.4,2014,0.0,0.0,0.0
1017,0.306919,Elsa & Fred,Shirley MacLaine|Christopher Plummer|Chris Noth|Marcia Gay Harden|Scott Bakula,Michael Radford,Comedy|Family|Romance,Riverside Entertainment|Rio Negro|Media House Capital|Cuatro Plus Films|Defiant Pictures,6.5,2014,9210910.50771459,0.0,-9210910.50771459
1018,0.306026,The Rewrite,Hugh Grant|Marisa Tomei|Bella Heathcote|J.K. Simmons|Chris Elliott,Marc Lawrence,Romance|Comedy,Castle Rock Entertainment,5.8,2014,0.0,4102101.10079591,4102101.10079591
1019,0.304992,John Doe: Vigilante,Jamie Bamber|Lachy Hulme|Paul O'Brien|Sam Parsonson|Chris Connelly,Kelly Dolen,Thriller|Crime,Screen Corporation|Rapidfire Entertainment,6.2,2014,0.0,0.0,0.0
1020,0.12871,Ride,Helen Hunt|Brenton Thwaites|Luke Wilson|Robert Knepper|Leonor Varela,Helen Hunt,Comedy|Drama,Sandbar Pictures,5.9,2014,0.0,0.0,0.0
1021,0.302498,The Dark Horse,Cliff Curtis|James Rolleston|Kirk Torrance|Sia Trokenheim|Andrew Grainger,James Napier Robertson,Drama,Four Knights Film,4.4,2014,0.0,0.0,0.0
1022,0.301497,Wyrmwood: Road Of The Dead,Jay Gallagher|Bianca Bradey|Leon Burchill|Luke McKenzie|Yure Covich,Kiah Roache-Turner,Horror,Guerilla Films,6.0,2014,0.0,0.0,0.0
1023,0.300442,God's Not Dead,Kevin Sorbo|Shane Harper|David A.R. White|Dean Cain|Cassidy Gifford,Harold Cronk,Drama,Pure Flix Entertainment,6.1,2014,15658547.8631148,27438381.311431,11779833.448316198
1024,0.299103,Against the Sun,Tom Felton|Garret Dillahunt|Jake Abel|Nadia Parra,Brian Falk,War|Adventure,The American Film Company,6.5,2014,0.0,0.0,0.0
1025,0.298899,That Sugar Film,Damon Gameau|Brenton Thwaites|Isabel Lucas|Stephen Fry|Jessica Marais,Damon Gameau,Documentary,Madman Entertainment,6.4,2014,0.0,0.0,0.0
1026,0.296822,Date and Switch,Sarah Hyland|Nick Offerman|Megan Mullally|Dakota Johnson|Wendi McLendon-Covey,Chris Nelson,Comedy,Lionsgate|Dude Productions,5.6,2014,0.0,0.0,0.0
1027,0.29562,Don't Blink,Mena Suvari|Brian Austin Green|Joanne Kelly|Robert Picardo|Fiona Gubelmann,Travis Oates,Horror,WindowLight Pictures|EchoWolf Productions|Engine Film Group|Last Stop,4.1,2014,0.0,0.0,0.0
1028,0.29364,The Lookalike,Justin Long|Jerry O'Connell|Gillian Jacobs|Scottie Thompson|Gina Gershon,Richard Gray,Thriller|Crime|Drama,Yellow Brick Films|Emedia Films,5.0,2014,0.0,0.0,0.0
1029,0.293107,"Marvel: 75 Years, From Pulp to Pop!",Emily VanCamp|Stan Lee|Axel Alonso|Joe Quesada|Patton Oswalt,Zak Knutson,Documentary,Marvel Studios|Bow and Arrow Entertainment,7.7,2014,0.0,0.0,0.0
1030,0.292497,Sniper: Legacy,Tom Berenger|Chad Michael Collins|Dennis Haysbert|Asen Asenov|Woon Young Park,Don Michael Paul,Thriller|Action,Destination Films|BUFO,5.5,2014,0.0,0.0,0.0
1031,0.292107,Horsehead,Lilly-Fleur Pointeaux|Catriona MacColl|Fu'ad AÃ¯t Aattou|Shane Woodward|Gala Besson,Romain Basset,Fantasy|Horror,HorseHead Pictures,5.1,2014,0.0,0.0,0.0
1032,0.291253,Marvel Studios: Assembling a Universe,Robert Downey Jr.|Chris Hemsworth|Chris Evans|Mark Ruffalo|Kevin Feige,,TV Movie|Documentary,Marvel Studios|ABC Studios,6.3,2014,0.0,0.0,0.0
1033,0.290104,V/H/S: Viral,Justin Welborn|Emmy Argo|Gustavo SalmerÃ³n|Nick Blanco|Emilia Zoryan,Nacho Vigalondo|Marcel Sarmiento|Gregg Bishop|Justin Benson|Aaron Moorhead|Todd Lincoln ,Horror|Thriller,Bloody Disgusting|8383 Productions,4.2,2014,0.0,2538.52693592614,2538.52693592614
1034,0.290033,Comet,Justin Long|Kayla Servi|Eric Winter|Emmy Rossum|Ben Scott,Sam Esmail,Science Fiction|Comedy|Drama|Romance,Anonymous Content|Fubar Films FL,6.7,2014,0.0,0.0,0.0
1035,0.289951,The One I Love,Mark Duplass|Elisabeth Moss|Ted Danson|Kiana Cason|Kaitlyn Dodson,Charlie McDowell,Romance|Comedy|Drama,Radius-TWC,6.8,2014,0.0,0.0,0.0
1036,0.289238,Grace,Alexia Fast|Joel David Moore|Lin Shaye|Alexis Knapp|Brett Dier,Jeff Chan,Thriller|Horror,Automatik Entertainment|Colony Pictures,4.7,2014,0.0,0.0,0.0
1037,0.289102,The Canal,Rupert Evans|Antonia Campbell-Hughes|Hannah Hoekstra|Steve Oram|Kelly Byrne,Ivan Kavanagh,Horror|Mystery|Thriller,The Orchard|Park Films|Treasure Entertainment,5.7,2014,0.0,0.0,0.0
1038,0.288414,Mall,Cameron Monaghan|India Salvor Menuez|James Frecheville|Gina Gershon|Peter Stormare,Joseph Hahn,Drama,The Collective|Silver Lining Entertainment,5.0,2014,0.0,0.0,0.0
1039,0.288035,Blood Punch,Milo Cawthorne|Olivia Tennet|Ari Boyland|Cohen Holloway|Adelaide Kane,Madellaine Paxson,Horror|Thriller,Bluff Road Productions,7.4,2014,0.0,0.0,0.0
1040,0.286381,The Normal Heart,Mark Ruffalo|Jim Parsons|Matt Bomer|Julia Roberts|Jonathan Groff,Ryan Murphy,Drama,Plan B Entertainment|Blumhouse Productions|HBO Films|Ryan Murphy Productions|Twentieth Century Fox Television,7.8,2014,0.0,0.0,0.0
1041,0.285328,Faults,Leland Orser|Mary Elizabeth Winstead|Chris Ellis|Jon Gries|Lance Reddick,Riley Stearns,Thriller|Drama,Snoot Entertainment,6.8,2014,0.0,0.0,0.0
1042,0.283225,Devil's Due,Allison Miller|Zach Gilford|Sam Anderson|Robert Belushi|Catherine Kresge,Matt Bettinelli-Olpin|Tyler Gillett,Horror,Twentieth Century Fox Film Corporation|Davis Entertainment|TSG Entertainment,4.5,2014,6447637.35540021,33559008.3165311,27111370.961130887
1043,0.280438,Colt 45,GÃ©rard Lanvin|JoeyStarr|Ymanol Perset|Simon Abkarian|Alice Taglioni,Fabrice Du Welz,Drama|Thriller|Action|Crime,La Petite Reine,5.3,2014,0.0,0.0,0.0
1044,0.280105,Every Secret Thing,Diane Lane|Elizabeth Banks|Dakota Fanning|Danielle Macdonald|Nate Parker,Amy Berg,Thriller|Drama|Crime|Mystery,Likely Story|Hyde Park Entertainment,5.6,2014,0.0,0.0,0.0
1045,0.38421,The Keeping Room,Hailee Steinfeld|Sam Worthington|Brit Marling|Muna Otaru|Nicholas Pinnock,Daniel Barber,Drama|Western,Wind Dancer Productions|Anonymous Content|Gilbert Films,4.8,2014,0.0,0.0,0.0
1046,0.279115,Dinosaur Island,Darius Williams-Watt|Kate Rasmussen|Joe Bistaveous|Juliette Frederick|Vincent Naviti,Matt Drummond,Adventure|Science Fiction|Fantasy|Family,Extinct Production,4.3,2014,0.0,0.0,0.0
1047,0.278064,Lap Dance,Carmen Electra|Briana Evigan|Stacey Dash|Nia Peeples|James Remar,Greg Carter,Drama,Imprint Entertainment,3.8,2014,0.0,0.0,0.0
1048,0.277049,Let Us Prey,Liam Cunningham|Niall Greig Fulton|Pollyanna McIntosh|Douglas Russell|Bryan Larkin,Brian O'Malley,Horror,Makar Productions|Fantastic Films|Greenhouse Media Investment,5.4,2014,0.0,0.0,0.0
1049,0.275803,Lovesick,Matt LeBlanc|Ali Larter|Rachael Harris|Ashley Williams|Chevy Chase,Luke Matheny,Romance|Comedy,Night and Day Pictures|Full Blitz Entertainment,4.9,2014,0.0,0.0,0.0
1050,0.272995,Zapped,Zendaya|Chanelle Peloso|Spencer Boldman|Adam DiMarco|Emilia McCarthy,Peter DeLuise,Family|Fantasy|Comedy|Romance,Muse Entertainment Enterprises|Off-Leash Teleproductions,5.5,2014,0.0,0.0,0.0
1051,0.271697,Revenge of the Green Dragons,Justin Chon|Kevin Wu|Harry Shum Jr.|Ray Liotta|Jin Auyeung,Andrew Lau|Andrew Loo,Drama|Action|Crime,Artfire Films|The 7th Floor|Initial A Entertainment|IM Global Octane,5.2,2014,4605455.25385729,0.0,-4605455.25385729
1052,0.270806,My Mistress,Emmanuelle BÃ©art|Harrison Gilbertson|Rachael Blake|Socratis Otto|Leah Purcell,Stephen Lance,Romance|Drama,Mini Studios,5.6,2014,0.0,0.0,0.0
1053,0.269528,Kajaki,Mark Stanley|Malachi Kirby|Ali Cook|David Elliot|Paul Luebke,Paul Katis,Thriller|War|Adventure|Drama,Head Gear Films|Lipsync Productions|Metrol Technology|MENA Film|Pukka Films,5.8,2014,0.0,0.0,0.0
1054,0.269468,Unlocking Sherlock,Benedict Cumberbatch|Martin Freeman|Steven Moffat|Mark Gatiss|Andrew Scott,,TV Movie|Documentary,,7.2,2014,0.0,0.0,0.0
1055,0.269274,Expelled,Lia Marie Johnson|Andrea Russett|Marcus Johns|Kristina Hayes|Teala Dunn,Alex Goyette,Comedy,,6.3,2014,0.0,0.0,0.0
1056,0.269033,Authors Anonymous,Kaley Cuoco|Chris Klein|Teri Polo|Dylan Walsh|Dennis Farina,Ellie Kanner,Comedy,Bull Market Entertainment|EKZ Productions|Lainie Productions,3.7,2014,0.0,0.0,0.0
1057,0.205077,Dear White People,Tessa Thompson|Tyler James Williams|Kyle Gallner|Teyonah Parris|Brandon P. Bell,Justin Simien,Drama|Comedy,Homegrown Pictures|Duly Noted,6.2,2014,921091.050771459,0.0,-921091.050771459
1058,0.267446,Land Ho!,Paul Eenhoorn|Earl Lynn Nelson|Karrie Crouse|Elizabeth McKee|Alice Olivia Clarke,Aaron Katz|Martha Stephens,Comedy|Adventure,Unbound Feet Productions|Syncopated Films|Vintage Pictures|Gamechanger Films|Max Cap Productions,5.8,2014,0.0,0.0,0.0
1059,0.264523,Felony,Joel Edgerton|Jai Courtney|Melissa George|Tom Wilkinson|Sarah Roberts,Matthew Saville,Mystery|Thriller|Crime,Benaroya Pictures|Goalpost Pictures|Screen Australia|Blue-Tongue Films,5.1,2014,0.0,0.0,0.0
1060,0.264059,Appleseed Alpha,Luci Christian|David Matranga|Wendel Calvert|Adam Gibbs|Elizabeth Bunch,Shinji Aramaki,Animation|Science Fiction|Action,Stage 6 Films,6.4,2014,0.0,0.0,0.0
1061,0.261284,Savaged,Amanda Adrienne|Rodney Rowland|Tom Ardavany|John Charles Meyer|Ronnie Gene Blevins,Michael S. Ojeda,Action|Drama|Horror|Thriller,Raven Banner Entertainment|Green Dog Films|Cart Before The Horse Productions,5.6,2014,0.0,0.0,0.0
1062,0.259735,Effie Gray,Emma Thompson|Dakota Fanning|Tom Sturridge|Robbie Coltrane|Julie Walters,Richard Laxton,Drama,Sovereign Films,6.1,2014,0.0,0.0,0.0
1063,0.258304,Joy Ride 3,Kirsten Prout|Dean Armstrong|Jesse Hutch|Benjamin Hollingsworth|Ken Kirzinger,Declan O'Brien,Thriller,WT Canada Productions,4.4,2014,0.0,0.0,0.0
1064,0.258209,Android Cop,Michael Jai White|Charles S. Dutton|Kadeem Hardison|Randy Wayne|Larissa Vereza,Mark Atkins,Action|Science Fiction,The Asylum,3.0,2014,0.0,0.0,0.0
1065,0.256655,Scooby-Doo! WrestleMania Mystery,Matthew Lillard|Grey Griffin|Frank Welker|Frank Welker|Mindy Cohn,Brandon Vietti,Animation|Comedy|Family|Mystery,WWE Studios|Warner Bros. Feature Animation,6.2,2014,0.0,0.0,0.0
1066,0.255838,Charlie's Farm,Tara Reid|Bill Moseley|Kane Hodder|Nathan Jones|Dean Kirkright,Chris Sun,Horror,Slaughter FX,4.6,2014,2763273.15231437,0.0,-2763273.15231437
1067,0.252762,Video Games: The Movie,Sean Astin|Wil Wheaton|Zach Braff|Alison Haislip|Donald Faison,Jeremy Snead,History|Documentary|Animation,Mediajuice Studios,6.0,2014,0.0,0.0,0.0
1068,0.24687,Exists,Brian Steele|Denise Williamson|Samuel Davis|Roger Edwards|Chris Osborn,Eduardo SÃ¡nchez,Horror,Haxan Films|Court Five|Miscellaneous Entertainment,4.5,2014,0.0,0.0,0.0
1069,0.751476,My Old Lady,Maggie Smith|Kevin Kline|Kristin Scott Thomas|Dominique Pinon|Michael Burstin,Israel Horovitz,Romance|Comedy|Drama,BBC Films|Cohen Media Group|Deux Chevaux Films,6.0,2014,4605455.25385729,3697062.36431177,-908392.8895455203
1070,0.431184,I Am Ali,Muhammad Ali|Muhammad Ali Jr.|Hana Ali|Maryum Ali|Rahaman Ali,Clare Lewins,Documentary,Focus Features,6.6,2014,0.0,6636.46102080836,6636.46102080836
1071,0.374265,One Square Mile,Kelly Blatz|Richard Jenkins|Cam Gigandet|Kim Basinger|Analeigh Tipton,Charles-Olivier Michaud,Drama,One Square Mile Management Company|Phoenix Rising Motion Pictures,5.6,2014,0.0,0.0,0.0
1072,0.634232,Age of Tomorrow,Kelly Hu|Anthony Marks|Robert Picardo|Lane Townsend|Morgan West,James Kondelik,Thriller|Science Fiction|Action,The Asylum,2.4,2014,0.0,0.0,0.0
1073,0.240398,Rudderless,Billy Crudup|Anton Yelchin|Felicity Huffman|Selena Gomez|Laurence Fishburne,William H. Macy,Music|Drama|Comedy,Unified Pictures|Amberdale Productions|Tee Rob Pictures,7.1,2014,4605455.25385729,0.0,-4605455.25385729
1074,0.239934,Copenhagen,Gethin Anthony|Frederikke Dahl Hansen|Sebastian Armesto|Tamzin Merchant|Mille Dinesen,Mark Raso,Adventure|Romance|Drama,Heretic Films|Scorched Films|Fidelio,6.6,2014,0.0,0.0,0.0
1075,0.239862,Bang Bang,Hrithik Roshan|Katrina Kaif|Danny Denzongpa|Ron Smoorenburg,Siddharth Anand,Action|Adventure|Thriller|Romance,Fox Star Studios,6.2,2014,0.0,0.0,0.0
1076,0.237126,TEKKEN: A Man Called X,Kane Kosugi|Cary-Hiroyuki Tagawa|Gary Daniels|Charlotte Kirk|Rade Serbedzija,Wych Kaosayananda,Action,SP Entertainments,4.2,2014,0.0,0.0,0.0
1077,0.342044,Houdini,Adrien Brody|Kristen Connolly|Evan Jones|Tom Benedict Knight|Caroline Boulton,Uli Edel,TV Movie|Drama|History,A&E Television Networks|Lionsgate Television,7.1,2014,0.0,0.0,0.0
1078,0.23282,7 Minutes,Luke Mitchell|Leven Rambin|Jason Ritter|Kris Kristofferson|Joel Murray,Jay Martin,Drama|Crime|Thriller,Whitewater Films,5.0,2014,0.0,0.0,0.0
1079,0.232365,De toutes nos forces,Jacques Gamblin|Alexandra Lamy|Fabien HÃ©raud|Sophie de FÃ¼rst|Pablo Pauly,Nils Tavernier,Drama,Nord-Ouest Productions|PathÃ© Films,7.0,2014,0.0,0.0,0.0
1080,0.232241,Life Itself,Roger Ebert|Werner Herzog|Martin Scorsese|Errol Morris|Ava DuVernay,Steve James,Documentary,Film Rites|Kartemquin Films|CNN Films,7.7,2014,0.0,0.0,0.0
1081,0.231578,Life Partners,Leighton Meester|Gillian Jacobs|Adam Brody|Gabourey Sidibe|Beth Dover,Susanna Fogel,Romance|Comedy,Haven Entertainment|Sandia Media|Minerva Productions,6.1,2014,0.0,7612.81753462611,7612.81753462611
1082,0.230637,Mercy,Chandler Riggs|Dylan McDermott|Mark Duplass|Frances O'Connor|Joel Courtney,Peter Cornwell,Thriller|Horror,Blumhouse Productions|Wonderland Sound and Vision,4.9,2014,0.0,0.0,0.0
1083,0.229926,Late Phases,Tina Louise|Ethan Embry|Erin Cummings|Karen Lynn Gorney|Tom Noonan,AdriÃ¡n GarcÃ­a Bogliano,Thriller|Horror,Glass Eye Pix|Dark Sky Films|Site B,5.6,2014,0.0,0.0,0.0
1084,0.228495,10.000 KM,Natalia Tena|David Verdaguer,Carlos Marques-Marcet,Comedy|Drama|Romance,TelevisiÃ³n EspaÃ±ola (TVE)|TelevisiÃ³ de Catalunya (TV3)|La Panda|Broad Green Pictures,6.2,2014,0.0,0.0,0.0
1085,0.227613,Mockingbird,Alyvia Alyn Lind|Emily Alyn Lind|Audrey Marie Anderson|Lee Garlington|Spencer List,Bryan Bertino,Horror,Marc Platt Productions|Blumhouse Productions|Unbroken Pictures,4.1,2014,0.0,0.0,0.0
1086,0.321453,A Good Man,Steven Seagal|Victor Webster|Tzi Ma|Iulia Verdes|Massimo Dobrovic,Keoni Waxman,Action,Steamroller Productions|Grindstone Entertainment Group|Voltage Pictures|Picture Perfect Corp.,4.9,2014,6447637.35540021,0.0,-6447637.35540021
1087,0.226863,Fort Bliss,Michelle Monaghan|Emmanuelle Chriqui|Pablo Schreiber|Ron Livingston|Freddy RodrÃ­guez,Claudia Myers,War|Drama,National Picture Show Entertainment|Yeniceri Produksiyon A.S.,6.2,2014,0.0,0.0,0.0
1088,0.226028,Finding Vivian Maier,,John Maloof|Charlie Siskel,Documentary,,7.8,2014,0.0,1384967.24139677,1384967.24139677
1089,0.129935,Where Hope Grows,Danica McKellar|William Zabka|Kerr Smith|McKaley Miller|Kristoffer Polaha,Chris Dowling,Drama,Godspeed Pictures,7.2,2014,0.0,1064781.2546918,1064781.2546918
1090,0.433273,The Well,Haley Lu Richardson|Booboo Stewart|Max Charles|Nicole Fox|Michael Welch,Thomas S. Hammock,Horror|Thriller|Action,Federighi Films,5.5,2014,0.0,0.0,0.0
1091,0.223067,Dinosaur 13,Peter L. Larson|Louie Psihoyos|Stan Adelstein|Lanice Archer,Todd Douglas Miller,Documentary,Statement Pictures,7.0,2014,0.0,0.0,0.0
1092,0.345226,"Like Sunday, Like Rain",Leighton Meester|Debra Messing|Billie Joe Armstrong|Julian Shatkin|Georgia X. Lifsher,Frank Whaley,Music|Drama,FJ Productions|BB Films,7.4,2014,0.0,25982.1363601613,25982.1363601613
1093,0.221957,Cesar Chavez,Michael PeÃ±a|Rosario Dawson|America Ferrera|Jacob Vargas|Gabriel Mann,Diego Luna,Drama,,5.3,2014,9210910.50771459,0.0,-9210910.50771459
1094,0.221564,Little Accidents,Elizabeth Banks|Boyd Holbrook|ChloÃ« Sevigny|Jacob Lofland|Josh Lucas,Sara Colangelo,Drama,MindSmack Productions|Archer Gray|Maiden Voyage Pictures,5.0,2014,0.0,0.0,0.0
1095,0.253943,Supermensch: The Legend of Shep Gordon,Shep Gordon|Alice Cooper|Sylvester Stallone|Anne Murray|Willie Nelson,Mike Myers|Beth Aala,Documentary,A&E IndieFilms|Nomoneyfun Films,7.6,2014,0.0,0.0,0.0
1096,0.220064,The Internet's Own Boy: The Story of Aaron Swartz,Aaron Swartz|Tim Berners-Lee|Cory Doctorow|Peter Eckersley|Lawrence Lessig,Brian Knappenberger,Documentary,Participant Media|FilmBuff|Luminant Media|Unjustus Films,7.8,2014,0.0,0.0,0.0
1097,0.219862,Almost Home,Steve Martin|Tom McGrath|David Soren,Todd Wilderman,Adventure|Animation|Science Fiction,DreamWorks Animation,6.8,2014,0.0,0.0,0.0
1098,0.219679,Harmontown,Dan Harmon|Erin McGathy|Spencer Crittenden|Steve Agee|Jack Black,Neil Berkeley,Documentary,,6.9,2014,0.0,0.0,0.0
1099,0.217873,El Inventor de Juegos,Ed Asner|David Mazouz|Joseph Fiennes|Tom Cavanagh|Valentina Lodovini,Juan Pablo Buscarini,Adventure|Family,Sepia Films|DAP Italy|TelevisiÃ³n Federal (Telefe)|Pampa Films|Benteveo Producciones,4.9,2014,5526546.30462875,0.0,-5526546.30462875
1100,0.217415,Petals on the Wind,Heather Graham|Ellen Burstyn|Rose McIver|Wyatt Nash|Bailey De Young,Karen Moncrieff,TV Movie|Romance|Drama|Thriller,Cue the Dog Productions|A+E Studios|Fries Film Company,6.1,2014,0.0,0.0,0.0
1101,0.21533,Iron Man & Captain America: Heroes United,Adrian Pasdar|Roger Craig Smith|Fred Tatasciore|David Kaye|Clancy Brown,Leo Riley,Adventure|Animation|Action,Marvel Studios,6.2,2014,0.0,0.0,0.0
1102,0.212841,Preservation,Pablo Schreiber|Aaron Staton|Wrenn Schmidt|Cody Saintgnue|Nick Saso,Christopher Denham,Thriller|Horror,Present Pictures,5.1,2014,0.0,0.0,0.0
1103,0.212083,My Man is a Loser,Tika Sumpter|John Stamos|Michael Rapaport|Bryan Callen|Diane Guerrero,Mike Young,Comedy,,4.9,2014,0.0,0.0,0.0
1104,0.211791,Virunga,AndrÃ© Bauma|Emmanuel de Merode|MÃ©lanie Gouby|Rodrigue Mugaruka Katembo|Vianney Kazarama,Orlando von Einsiedel,Documentary|War,Grain Media|Violet Films,7.9,2014,0.0,0.0,0.0
1105,0.210808,Interstellar: Nolan's Odyssey,Alex Zane|Michael Caine|Jessica Chastain|Anne Hathaway|Hugh Jackman,Dan Storey,Documentary,Sky Movies,7.9,2014,0.0,0.0,0.0
1106,0.209046,American Muscle,Nick Principe|Todd Farmer|Malice McMunn|Trent Haaga|John Fallon,Ravi Dhar,Action,Snowfort Pictures|Paradise City,2.8,2014,0.0,0.0,0.0
1107,0.171104,Deep in the Darkness,Dean Stockwell|Sean Patrick Thomas|Dina Cataldi|Kristen Bush,Colin Theys,Horror|Thriller,,4.9,2014,0.0,0.0,0.0
1108,0.208431,Jacky au royaume des filles,Vincent Lacoste|Charlotte Gainsbourg|Didier Bourdon|AnÃ©mone|ValÃ©rie Bonneton,Riad Sattouf,Comedy,Les Films des Tournelles|Pathe|Studio 27,5.2,2014,0.0,0.0,0.0
1109,0.492782,Alien Abduction,Katherine Sigimund|Corey Eid|Riley Polanski|Jillian Clare|Jeff Bowser,Matty Beckerman,Horror|Science Fiction|Thriller,Next Entertainment|Lawrence Bender Productions|BIG Pictures|Exclusive Media Group|Mob Scene Creative Productions,4.6,2014,0.0,0.0,0.0
1110,0.205343,ì‹ ì˜ í•œ ìˆ˜,Lee Beom-soo|Jung Woo-Sung|Lee Si-young|Ahn Sung-Ki|Kim In-Kwon,Cho Beom-gu,Action|Crime|Drama,,6.8,2014,0.0,0.0,0.0
1111,0.203043,The Frame,Christopher Soren Kelly|Cal Bartlett|Megan Heffernan|Marty Lindsey,Jamin Winans,Drama|Science Fiction,Double Edge Films,6.1,2014,0.0,0.0,0.0
1112,0.202776,Batman: Strange Days,Kevin Conroy|Brian George|Tara Strong,Bruce Timm,Action|Animation,DC Comics,7.6,2014,0.0,0.0,0.0
1113,0.202449,Boys of Abu Ghraib,Sara Paxton|Sean Astin|Michael Welch|John Heard|Elijah Kelley,Luke Moran,Drama|War|Thriller,Meteor Film GmbH,5.9,2014,0.0,0.0,0.0
