,popularity,production_companies,vote_average,release_year,budget_adj,revenue_adj,net_profit
9618,0.721427,Golan-Globus,5.4,1987,47977010.9516163,30815787.6606582,-17161223.290958103
9625,0.598029,Golan-Globus,7.1,1987,5757241.31419396,6182448.12869506,425206.8145010993
10484,1.004166,Golan-Globus,4.4,1986,0.0,0.0,0.0
10493,0.802539,Golan-Globus,5.5,1986,0.0,97564914.828538,97564914.828538
10529,0.399032,Golan-Globus,4.9,1986,0.0,23772380.0760947,23772380.0760947
10564,0.231591,Golan-Globus,5.0,1986,0.0,35349563.5739686,35349563.5739686
2977,0.774511,Cohen/Pearl Productions,5.8,2008,35447532.1833208,32898763.468543,-2548768.7147777975
3286,0.135015,Next Turn Productions,6.3,2008,0.0,0.0,0.0
3328,0.07254,Speak Productions,5.4,2008,0.0,121091.808298125,121091.808298125
2354,0.107503,Nikkatsu,3.5,2010,0.0,0.0,0.0
3184,0.27822,Nikkatsu,5.8,2008,0.0,0.0,0.0
4666,0.322163,Joe's Daughter,6.3,2012,0.0,0.0,0.0
419,0.247589,Prospect Park,4.8,2015,0.0,0.0,0.0
1948,1.874641,Prospect Park,6.2,2010,100000000.0,167805466.0,67805466.0
488,0.253949,Noble Pictures,6.9,2015,3127998.6236806,0.0,-3127998.6236806
513,0.143703,Tiberius Film,6.7,2015,0.0,0.0,0.0
603,0.038804,Tiberius Film,6.0,2015,0.0,0.0,0.0
1289,0.037459,Tiberius Film,3.4,2014,2993545.91500724,0.0,-2993545.91500724
8037,0.258294,Tiberius Film,4.5,1983,0.0,0.0,0.0
1397,3.15306,Green Hat Films,7.1,2009,35574015.1943733,466802856.532436,431228841.3380627
1988,1.119731,Green Hat Films,6.2,2010,65000000.0,211780824.0,146780824.0
3395,2.411533,Green Hat Films,6.1,2011,77551843.4073177,246669134.754083,169117291.3467653
4430,1.270174,Green Hat Films,6.5,2012,11396931.3762269,94974428.1352245,83577496.7589976
5482,1.439458,Green Hat Films,6.0,2013,96411435.3322637,338844141.086435,242432705.7541713
6890,0.145707,Papercut Films,6.6,2006,1081669.15829157,1815986.2264576,734317.0681660301
9424,0.194181,Les Films Ariane,6.0,1991,0.0,0.0,0.0
9897,0.27553,Les Films Ariane,6.8,1964,0.0,0.0,0.0
10491,0.889305999999999,Les Films Ariane,7.0,1986,39788128.2172431,153582174.918558,113794046.7013149
4762,0.206422,High Treason Productions,5.6,2012,0.0,0.0,0.0
3244,0.376053,Big Idea Productions,5.8,2008,0.0,0.0,0.0
4171,0.063246,Big Idea Productions,6.1,2002,0.0,0.0,0.0
2931,1.210534,SGF Entertainment,5.5,2008,20762125.9930879,10218382.1179151,-10543743.8751728
1456,1.04373799999999,Andell Entertainment,6.6,2009,60984026.0474972,89223892.8909091,28239866.843411908
7442,1.156092,Andell Entertainment,5.7,2007,36808400.3921041,66482146.5060572,29673746.113953106
261,0.474788,Dreambridge Films,5.8,2015,0.0,0.0,0.0
909,0.472242,Dreambridge Films,6.4,2014,0.0,907281.132647243,907281.132647243
932,0.427602,Dreambridge Films,6.1,2014,0.0,0.0,0.0
985,0.340308,Dreambridge Films,6.5,2014,3684364.20308583,2178810.48459521,-1505553.7184906201
1009,0.315839,Dreambridge Films,6.4,2014,0.0,0.0,0.0
5837,0.230595,Dreambridge Films,7.5,2013,5616200.11644254,998252.425730433,-4617947.690712106
6318,0.578189,Gondola Pictures,6.2,2005,0.0,42085106.017126,42085106.017126
5128,0.289415,Harbour Pictures,6.5,2003,11853526.4478252,114436384.9684,102582858.52057481
84,2.026651,Freerunning,5.9,2015,10119995.5472019,1714249.04573042,-8405746.50147148
2659,1.450364,Brad Grey Pictures,5.5,2001,55416965.2512229,173911586.788447,118494621.53722408
4010,0.581487,Brad Grey Pictures,5.7,2002,48490455.7448218,27195769.0622648,-21294686.682557
4972,1.64806899999999,Brad Grey Pictures,5.6,2003,56896926.9495613,261575581.403618,204678654.4540567
8668,1.815244,Brad Grey Pictures,5.9,2000,24059550.1725196,352054243.648785,327994693.4762654
4725,0.218221,Schiwago Film,7.1,2012,284923.284405673,2612057.95339604,2327134.668990367
1735,0.27373,Paramount Famous Productions,5.2,2009,0.0,0.0,0.0
3612,0.45008,Paramount Famous Productions,5.1,2011,0.0,0.0,0.0
2125,0.495162,Crest Animation Production,5.5,2010,20000000.0,39300000.0,19300000.0
4596,0.426646,Crest Animation Production,6.4,2012,37989771.2540898,0.0,-37989771.2540898
5800,0.28055,Crest Animation Production,5.6,2013,0.0,0.0,0.0
7591,0.422247,CTR,6.7,2007,24188377.4005255,0.0,-24188377.4005255
5783,0.299117,Most Films,5.5,2013,77690768.2774552,0.0,-77690768.2774552
1080,0.232241,Kartemquin Films,7.7,2014,0.0,0.0,0.0
4274,0.394187,Kartemquin Films,7.3,1994,1029778.09311871,11519702.3764777,10489924.28335899
6125,0.487412,Embassy Films,6.5,1985,0.0,0.0,0.0
6135,0.386036,Embassy Films,6.6,1985,0.0,28791634.6965687,28791634.6965687
1853,0.114458,Big Fan Productions,5.7,2009,254100.108531238,236548.905834768,-17551.20269646999
1636,0.397409,Rafter H Entertainment,6.0,2009,0.0,0.0,0.0
6472,0.18868,Melampo Cinematografica,6.2,2005,39079715.1379072,0.0,-39079715.1379072
139,1.161812,Palomar Pictures,5.5,2015,0.0,109004.312038102,109004.312038102
1440,1.223786,Palomar Pictures,6.7,2009,26426411.2872487,44028788.7291762,17602377.4419275
3991,0.72233,Palomar Pictures,6.0,2002,121226139.362054,42633979.7353536,-78592159.6267004
7286,0.269252,Palomar Pictures,7.1,1972,0.0,0.0,0.0
8746,0.47571,Palomar Pictures,5.1,2000,20260673.8294902,138190.458438266,-20122483.371051934
9779,0.31064,Palomar Pictures,7.1,1974,0.0,0.0,0.0
9827,0.292586,Palomar Pictures,6.5,1975,0.0,0.0,0.0
10729,0.589059,Palomar Pictures,6.9,1969,8916396.30171658,0.0,-8916396.30171658
10733,0.427518,Palomar Pictures,6.7,1969,0.0,0.0,0.0
263,0.473344,Bad Badger,4.5,2015,0.0,0.0,0.0
6354,0.444301,Max Stronghold Productions Inc.,5.8,2005,39079715.1379072,96437364.76325,57357649.625342794
223,0.602165,Wildwood Enterprises,5.4,2015,7359996.76160142,33111785.4708143,25751788.709212877
2091,0.591206,Wildwood Enterprises,5.9,2010,25000000.0,15478800.0,-9521200.0
4226,0.637496,Wildwood Enterprises,6.5,1994,0.0,0.0,0.0
4590,0.438284,Wildwood Enterprises,5.8,2012,0.0,18646355.1188842,18646355.1188842
7140,0.348086,Wildwood Enterprises,5.6,2004,0.0,14454578.8075225,14454578.8075225
7354,0.225188,Wildwood Enterprises,6.8,1980,15876220.5175277,0.0,-15876220.5175277
7442,1.156092,Wildwood Enterprises,5.7,2007,36808400.3921041,66482146.5060572,29673746.113953106
7861,0.151386,Wildwood Enterprises,4.8,1979,0.0,185687359.330537,185687359.330537
8699,0.923632,Wildwood Enterprises,6.2,2000,101303369.147451,49967161.2465987,-51336207.9008523
9035,0.653163,Wildwood Enterprises,7.0,1998,80261728.1446979,249993295.470309,169731567.32561108
9060,0.488243,Wildwood Enterprises,6.0,1998,93638682.8354809,75851213.7512953,-17787469.0841856
9813,0.637257,Wildwood Enterprises,6.8,1975,0.0,111328859.582516,111328859.582516
10179,0.85009,Wildwood Enterprises,7.3,1976,32569433.2420495,270517880.810434,237948447.56838447
4473,0.824694,Capcom Company,6.2,2012,0.0,0.0,0.0
1725,0.290454,120dB Films,6.1,2009,0.0,0.0,0.0
3581,0.52043,120dB Films,5.3,2011,0.969398042591472,1335.83050269104,1334.8611046484486
4602,0.438105,120dB Films,5.1,2012,18994885.6270449,0.0,-18994885.6270449
5530,1.049952,120dB Films,5.2,2013,14976533.6438467,0.0,-14976533.6438467
5702,0.39621,120dB Films,5.6,2013,4680166.76370212,0.0,-4680166.76370212
5831,0.244507,120dB Films,4.9,2013,3276116.73459148,0.0,-3276116.73459148
5837,0.230595,120dB Films,7.5,2013,5616200.11644254,998252.425730433,-4617947.690712106
2838,0.210173,Egmont Film,4.6,2001,6157440.58346921,0.0,-6157440.58346921
10141,2.610362,Shamley Productions,8.0,1960,5949601.34364958,235934958.630279,229985357.28662944
5822,0.261321,Gearshift Films,4.7,2013,0.0,0.0,0.0
5982,0.109185,Gearshift Films,4.8,2013,0.0,0.0,0.0
2148,0.424197,Razor Film Produktion GmbH,5.6,2010,3100000.0,0.0,-3100000.0
6111,0.636546,Cinepro,6.4,1985,2027166.05226642,0.0,-2027166.05226642
6011,0.075197,Freeman Film,5.3,2013,0.0,90.7952352158212,90.7952352158212
9137,0.207668,Freeman Film,6.0,1998,0.0,102263367.356725,102263367.356725
5589,0.733975,Front Street Productions,5.7,2013,32761167.3459148,40184344.2805554,7423176.934640598
7228,0.145065,Front Street Productions,6.4,2004,3463336.19943644,2352234.45216024,-1111101.7472762
4714,0.136043,Les Productions de l'Amour Fou,6.8,2012,0.0,681161.347307237,681161.347307237
10369,0.190206,Mainline Pictures,4.6,1993,0.0,2711595.23502598,2711595.23502598
202,0.699932,Wild Bunch,4.7,2015,2759998.78560053,639647.198555232,-2120351.587045298
739,1.315737,Wild Bunch,6.1,2014,0.0,0.0,0.0
800,0.81219,Wild Bunch,5.1,2014,0.0,0.0,0.0
806,0.778247,Wild Bunch,6.3,2014,5066000.77924302,5050617.63760409,-15383.141638929956
814,0.747577,Wild Bunch,6.9,2014,0.0,1035716.22658471,1035716.22658471
1137,0.186159,Wild Bunch,5.5,2014,0.0,0.0,0.0
1482,0.830596999999999,Wild Bunch,7.1,2009,13213205.6436243,766619.011038312,-12446586.632585987
1489,0.804856999999999,Wild Bunch,6.7,2009,15246006.5118743,0.0,-15246006.5118743
1545,0.566149,Wild Bunch,6.4,2009,40656017.3649981,0.0,-40656017.3649981
2174,0.368374,Wild Bunch,5.3,2010,0.0,539957.0,539957.0
2255,0.240403,Wild Bunch,7.0,2010,967686.0,4270000.0,3302314.0
2277,0.214381,Wild Bunch,5.9,2010,7000000.0,453079.0,-6546921.0
2929,1.254928,Wild Bunch,7.0,2008,6076719.802855,45275608.6138718,39198888.8110168
2969,0.825749,Wild Bunch,6.5,2008,30383599.014275,0.0,-30383599.014275
3122,0.360706,Wild Bunch,6.6,2008,10127866.3380916,0.0,-10127866.3380916
3363,0.007487,Wild Bunch,4.5,2008,8102293.07047334,0.0,-8102293.07047334
3518,0.779648,Wild Bunch,6.9,2011,24234951.0647868,26758361.0581173,2523409.993330501
3672,0.351823,Wild Bunch,4.2,2011,0.0,17256.2545561708,17256.2545561708
3684,0.335076,Wild Bunch,5.7,2011,39745319.7462503,0.0,-39745319.7462503
4529,0.582396,Wild Bunch,4.9,2012,57934401.162487,0.0,-57934401.162487
4705,0.267325,Wild Bunch,7.4,2012,16.1456527829881,0.0,-16.1456527829881
4777,0.191233,Wild Bunch,6.9,2012,0.0,6680507.92324166,6680507.92324166
5159,0.220344,Wild Bunch,4.5,2003,0.0,0.0,0.0
5557,0.890458,Wild Bunch,5.3,2013,4492960.09315403,9676139.01218528,5183178.919031249
5587,0.744185,Wild Bunch,5.8,2013,23868850.4948808,2260962.35461061,-21607888.14027019
5620,0.610322,Wild Bunch,5.8,2013,0.0,0.0,0.0
5881,0.198091,Wild Bunch,5.7,2013,0.0,0.0,0.0
6294,0.694404,Wild Bunch,5.8,2005,16748449.3448174,52222337.228241,35473887.8834236
6436,0.270053,Wild Bunch,3.9,2005,27914082.2413623,0.0,-27914082.2413623
6683,0.631574,Wild Bunch,4.9,2006,18388375.6909567,405347.945385658,-17983027.745571043
7166,0.286541,Wild Bunch,5.6,2004,85486.6818560896,203359.020513109,117872.33865701938
7240,0.125361,Wild Bunch,5.5,2004,11544453.9981214,0.0,-11544453.9981214
7553,0.499794,Wild Bunch,6.1,2007,0.0,0.0,0.0
1030,0.292497,BUFO,5.5,2014,0.0,0.0,0.0
332,0.329164,Langley Park Production,5.9,2015,0.0,0.0,0.0
4429,1.272721,Langley Park Production,6.8,2012,23743607.0338061,94363873.6270259,70620266.5932198
5509,1.212556,Langley Park Production,6.1,2013,56162001.1644254,98471553.9464102,42309552.78198479
7955,0.262738,China Blue Productions,6.3,1984,0.0,0.0,0.0
5386,0.223151,Cometstone Pictures,5.3,1997,29886127.0635861,36094919.6980142,6208792.634428099
2015,0.914278,Animal Logic,6.5,2010,80000000.0,140073390.0,60073390.0
6587,1.411147,Animal Logic,5.8,2006,108166915.829157,415723973.606839,307557057.777682
6394,0.340545,Teton Films,5.5,2005,0.0,0.0,0.0
58,2.557859,Taxshelter. be,7.3,2015,13799993.9280026,59056175.1752829,45256181.2472803
983,0.34162,Max Films Productions,6.7,2014,11697856.3447975,3159358.88378502,-8538497.461012479
3578,0.524684,McLaughlin Films,6.6,2011,9693980.42591472,1705415.44522513,-7988564.98068959
10126,0.242244,NBI Productions,5.2,1961,0.0,0.0,0.0
8705,0.848261,Cranium Films,5.9,2000,18994381.715147,44329315.9793908,25334934.2642438
1672,0.356006,NBV Productions,5.5,2009,431970.184503105,0.0,-431970.184503105
5114,0.333774,NBV Productions,5.9,2003,0.0,0.0,0.0
1660,0.370172,Backup Films,7.3,2009,0.0,45075.3264525734,45075.3264525734
2077,0.619772,Backup Films,5.6,2010,500000.0,98017.0,-401983.0
3704,0.301119,Backup Films,4.8,2011,0.0,0.0,0.0
3740,0.259273,Backup Films,7.0,2011,0.0,3644531.43176213,3644531.43176213
7666,0.266572,Backup Films,6.6,2007,2103337.16526309,0.0,-2103337.16526309
832,0.684152,See Pictures,6.2,2014,0.0,0.0,0.0
5467,1.800356,Les Films du Losange,6.7,2013,0.0,9627941.71881932,9627941.71881932
5555,0.902702,Paradis Films,5.4,2013,0.0,26428580.6551859,26428580.6551859
4689,0.292387,Babe Film,5.5,2012,0.0,0.0,0.0
6377,0.387304,Babe Film,6.9,2005,913815.494392451,5416720.95955662,4502905.465164169
6776,0.345569,Babe Film,4.9,2006,0.0,0.0,0.0
9498,0.437627,Chiodo Brothers Productions,5.1,1988,3687782.04618061,0.0,-3687782.04618061
4574,0.468305,Bomar OOD,4.6,2012,0.0,0.0,0.0
4627,0.38161,Bomar OOD,4.8,2012,2849232.84405673,0.0,-2849232.84405673
4640,0.352564,Bomar OOD,4.1,2012,11396931.3762269,0.0,-11396931.3762269
5810,0.275012,Bomar OOD,5.0,2013,4680166.76370212,0.0,-4680166.76370212
1515,0.66342,Bombshell Pictures,4.5,2009,0.0,202706.836980144,202706.836980144
8570,0.410235,Clipsal Films,7.0,1996,0.0,0.0,0.0
8710,0.743732,Clipsal Films,6.2,2000,82308987.432304,163204960.01556,80895972.583256
6004,0.060425,Filmes do Tejo,5.8,2013,0.0,0.0,0.0
4868,0.096174,Three Little Birds Productions,3.7,2012,0.0,0.0,0.0
4222,0.684636,Kasdan Pictures,6.3,1994,92680028.3806842,36854286.8411571,-55825741.539527096
4816,0.153301,Kasdan Pictures,5.2,2012,0.0,0.0,0.0
5041,0.580909,Kasdan Pictures,5.1,2003,80603979.8452119,89749492.3134622,9145512.468250304
8271,0.740663,Kasdan Pictures,6.1,1992,38850606.3647239,638714442.759536,599863836.3948121
9141,0.194358,Kasdan Pictures,4.7,1998,20065432.0361744,13969976.4953529,-6095455.540821502
1993,1.078211,Hwy61,6.8,2010,30000000.0,51148651.0,21148651.0
5552,0.921438,Hwy61,5.6,2013,26208933.8767318,956062.594422364,-25252871.28230944
495,0.16414,Six Island Productions,7.4,2015,0.0,0.0,0.0
882,0.539017,Windy Hill Pictures,5.1,2014,4605455.25385729,0.0,-4605455.25385729
4051,0.42722,Kismet Entertainment Group,6.7,2002,0.0,0.0,0.0
4052,0.426888,Kismet Entertainment Group,5.5,2002,14547136.7234465,0.0,-14547136.7234465
5856,0.357926,Identity Films,6.1,2013,0.0,0.0,0.0
5963,0.08732,Identity Films,5.0,2013,0.0,0.0,0.0
6927,0.077689,Identity Films,4.9,2006,0.0,0.0,0.0
5881,0.198091,Orange Cin̩ma S̩ries,5.7,2013,0.0,0.0,0.0
6038,0.073295,Orange Cin̩ma S̩ries,4.6,2013,0.0,0.0,0.0
4613,0.400215,Think Studio,5.5,2012,0.0,0.0,0.0
4362,7.031452,UW4 Productions,6.0,2012,66482099.6946572,125746142.851037,59264043.1563798
969,0.360228,DHX Media,6.7,2014,0.0,0.0,0.0
5667,0.470131,DHX Media,7.4,2013,0.0,0.0,0.0
3691,0.318142,Atlas Productions,4.8,2011,14540970.638872,4485768.26733671,-10055202.37153529
4384,2.478372,Atlas Productions,6.5,2012,96873916.697929,123925357.697439,27051440.999510005
3724,0.276399,Lookout Films,5.5,2011,969398.042591472,0.0,-969398.042591472
9276,0.240681,Star Partners II Ltd.,6.3,1989,26384774.0856488,52857546.6698281,26472772.5841793
9280,0.225799,Star Partners II Ltd.,5.4,1989,0.0,8016070.78999707,8016070.78999707
9454,1.45982099999999,Star Partners II Ltd.,7.4,1988,46097275.5772577,654259434.360614,608162158.7833562
31,3.899557,Sony,6.6,2015,45079980.1648087,93903685.2423785,48823705.077569805
78,2.096273,Sony,6.1,2015,22999989.8800044,48204295.1101101,25204305.230105698
81,2.060162,Sony,6.8,2015,73599967.6160142,428888671.768984,355288704.15296984
83,2.049886,Sony,6.8,2015,32199985.8320062,56287361.8735607,24087376.041554496
99,1.73518,Sony,5.3,2015,27599987.8560053,98989419.0846556,71389431.2286503
138,1.164724,Sony,6.3,2015,9199995.95200178,95959500.6978197,86759504.74581791
155,1.007054,Sony,6.1,2015,10119995.5472019,25199786.192094,15079790.644892098
183,0.814206,Sony,5.2,2015,34039985.0224065,24150007.7739965,-9889977.248410005
190,0.773909,Sony,5.6,2015,0.0,0.0,0.0
247,0.52025,Sony,6.8,2015,0.0,0.0,0.0
333,0.359826,Sony,5.4,2015,0.0,0.0,0.0
345,0.34253,Sony,5.6,2015,0.0,0.0,0.0
354,0.330968,Sony,5.6,2015,0.0,65281.3312762142,65281.3312762142
379,0.298861,Sony,6.3,2015,0.0,0.0,0.0
556,0.10091,Sony,6.5,2015,0.0,0.0,0.0
646,5.701683,Sony,5.3,2014,36843642.0308583,116121496.515052,79277854.48419371
724,1.58801,Sony,6.1,2014,59870918.3001448,123262077.115584,63391158.8154392
750,1.146492,Sony,5.8,2014,12158401.8701832,49582713.5158137,37424311.6456305
884,0.535291,Sony,5.9,2014,0.0,0.0,0.0
1126,0.193689,Sony,6.7,2014,0.0,0.0,0.0
1139,0.184506,Sony,5.8,2014,5526546.30462875,0.0,-5526546.30462875
1411,1.849649,Sony,6.4,2009,101640043.412495,246973582.329756,145333538.917261
1489,0.804856999999999,Sony,6.7,2009,15246006.5118743,0.0,-15246006.5118743
1618,0.415099,Sony,5.5,2009,20328008.682499,75041189.6275929,54713180.94509391
1719,0.263791,Sony,7.2,2009,0.0,0.0,0.0
2001,1.009826,Sony,5.4,2010,0.0,0.0,0.0
2004,1.003782,Sony,7.6,2010,2000000.0,7871522.0,5871522.0
2106,0.534468,Sony,5.6,2010,3000000.0,0.0,-3000000.0
2121,0.507471,Sony,5.2,2010,0.0,0.0,0.0
2129,0.484243,Sony,5.3,2010,0.0,0.0,0.0
2158,0.406941,Sony,5.9,2010,15000000.0,20529194.0,5529194.0
2178,0.359543,Sony,6.0,2010,0.0,0.0,0.0
2262,0.228405,Sony,6.8,2010,0.0,0.0,0.0
2838,0.210173,Sony,4.6,2001,6157440.58346921,0.0,-6157440.58346921
2910,1.537337,Sony,4.3,2008,9115079.7042825,0.0,-9115079.7042825
2974,0.787623,Sony,5.6,2008,91150797.042825,204174046.167676,113023249.124851
3072,0.459885,Sony,5.6,2008,0.0,0.0,0.0
3140,0.33643,Sony,5.4,2008,0.0,0.0,0.0
3190,0.267935,Sony,6.4,2008,7089506.43666417,0.0,-7089506.43666417
3343,0.060669,Sony,3.7,2008,0.0,0.0,0.0
3411,1.64314,Sony,5.4,2011,77551843.4073177,164654932.103361,87103088.69604331
3431,1.301204,Sony,6.6,2011,0.0,0.0,0.0
3462,1.058342,Sony,5.4,2011,116327765.110976,220845594.279776,104517829.16880001
3494,0.879003,Sony,5.5,2011,106633784.685061,546497490.228467,439863705.543406
3628,0.423412,Sony,6.3,2011,6398027.08110371,36556591.5189304,30158564.437826686
3815,0.165548,Sony,4.3,2011,3877592.17036588,0.0,-3877592.17036588
3932,1.594587,Sony,5.4,2002,145471367.234465,206032074.496857,60560707.262391984
4003,0.645437,Sony,5.7,2002,16971659.5106876,7775341.53646373,-9196317.97422387
4088,0.298152,Sony,5.4,2002,0.0,0.0,0.0
4119,0.22758,Sony,5.9,2002,8485829.75534383,2499763.00289754,-5986066.75244629
4420,1.418764,Sony,6.7,2012,80728263.9149409,340365179.525412,259636915.61047113
4443,1.113113,Sony,6.4,2012,56984656.8811347,112391181.624347,55406524.743212305
4473,0.824694,Sony,6.2,2012,0.0,0.0,0.0
4489,0.728625,Sony,6.1,2012,0.0,0.0,0.0
4596,0.426646,Sony,6.4,2012,37989771.2540898,0.0,-37989771.2540898
4682,0.15305,Sony,4.4,2012,0.0,498.615747709929,498.615747709929
5127,0.292143,Sony,5.5,2003,0.0,0.0,0.0
5164,0.371487,Sony,4.9,2003,17780289.6717379,2704482.81404614,-15075806.857691757
5193,0.146885,Sony,6.7,2003,0.0,0.0,0.0
5441,2.951594,Sony,6.5,2013,107643835.565148,267837238.776492,160193403.211344
5478,1.473406,Sony,6.5,2013,4680166.76370212,0.0,-4680166.76370212
5481,1.447973,Sony,5.9,2013,74882668.2192339,231185521.810513,156302853.5912791
5499,1.302011,Sony,6.2,2013,29953067.2876935,117978881.215495,88025813.9278015
5549,0.932599,Sony,6.4,2013,73010601.5137531,232496289.563789,159485688.0500359
5579,0.782462,Sony,5.5,2013,98283502.0377446,325209978.489953,226926476.4522084
5595,0.721548,Sony,6.1,2013,0.0,59966.9767433153,59966.9767433153
5802,0.210216,Sony,5.6,2013,0.0,0.0,0.0
5805,0.278764,Sony,6.0,2013,0.0,0.0,0.0
5809,0.275427,Sony,5.5,2013,0.0,0.0,0.0
5897,0.17972,Sony,8.0,2013,0.0,0.0,0.0
5914,0.168549,Sony,8.0,2013,9360333.52740424,0.0,-9360333.52740424
6322,0.561685,Sony,6.7,2005,7815943.02758145,54806319.2569315,46990376.229350045
6375,0.390848,Sony,5.9,2005,50245348.0344522,42494539.7263727,-7750808.3080795035
6406,0.326577,Sony,6.7,2005,1674844.93448174,12391765.6583765,10716920.72389476
6496,0.155495,Sony,4.3,2005,1674844.93448174,0.0,-1674844.93448174
6522,0.380058,Sony,4.2,2005,17865012.6344719,0.0,-17865012.6344719
6524,0.100198,Sony,4.5,2005,0.0,0.0,0.0
6525,0.35989,Sony,6.0,2005,12282196.1861994,0.0,-12282196.1861994
6596,1.235478,Sony,6.3,2006,81125186.8718679,151622980.753536,70497793.88166809
6671,0.685491,Sony,6.1,2006,91941878.4547837,213423089.158419,121481210.70363532
6679,0.641047,Sony,5.0,2006,7030849.52889522,14460225.9974639,7429376.468568681
6716,0.51175,Sony,4.6,2006,0.0,0.0,0.0
6808,0.28091,Sony,6.3,2006,0.0,0.0,0.0
7027,1.035728,Sony,7.0,2004,7503895.09877896,13680425.0390895,6176529.940310541
7466,0.919967,Sony,5.9,2007,89391829.5236814,156745431.735719,67353602.2120376
7607,0.401426,Sony,6.5,2007,0.0,0.0,0.0
7659,0.279864,Sony,7.2,2007,0.0,0.0,0.0
7721,0.201139,Sony,5.4,2007,12620022.9915785,0.0,-12620022.9915785
8495,0.870461,Sony,6.5,1996,50047802.6025691,28221935.0343376,-21825867.568231504
8639,0.19445,Sony,7.4,1996,0.0,0.0,0.0
786,0.896627,Paradise City,6.7,2014,0.0,237995.190062532,237995.190062532
796,0.863235,Paradise City,6.3,2014,0.0,393690.894738635,393690.894738635
1106,0.209046,Paradise City,2.8,2014,0.0,0.0,0.0
1460,1.01800499999999,Jaffe / Braunstein Enterprise,6.0,2009,22360809.5507489,36005808.5252009,13644998.974452004
2190,0.334115,Jaffe / Braunstein Enterprise,5.3,2010,104002432.0,0.0,-104002432.0
6414,0.31008,BloodWorks,4.3,2005,3349689.86896348,0.0,-3349689.86896348
10247,0.834235,Nintendo,4.0,1993,63397738.3913457,31464760.9709031,-31932977.420442604
4677,0.310779,Seabourne Pictures,5.6,2012,0.0,0.0,0.0
2525,0.335398,The Picture Factory,7.3,1999,13090528.4659432,0.0,-13090528.4659432
2635,4.436367,The Picture Factory,7.4,2001,18472321.7504076,24774263.9180016,6301942.167594001
3268,0.156827,Seasonal Film Corporation,6.2,2008,522383.192279162,0.0,-522383.192279162
6224,1.330824,Dutch Oven,6.5,2005,122821961.861994,533948961.668717,411126999.806723
2199,0.326168,Great Southern Land Entertainment,5.1,2010,0.0,0.0,0.0
8428,0.136608999999999,Gurian Entertainment,5.5,1981,7194572.41457044,0.0,-7194572.41457044
9582,0.025511,New World Entertainment Films,7.0,1988,0.0,0.0,0.0
4016,0.569956999999999,Monarch Pictures,6.0,2002,50914978.5320629,77320225.8782409,26405247.346177995
5038,0.6015,Monarch Pictures,6.0,2003,59267632.2391264,65781812.3757454,6514180.136619002
197,0.719407,Bord Scannan na hEireann / Irish Film Board,4.9,2015,0.0,0.0,0.0
3793,0.103268,Bord Scannan na hEireann / Irish Film Board,6.3,2011,0.0,0.0,0.0
5869,0.210766,Bord Scannan na hEireann / Irish Film Board,4.0,2013,0.0,0.0,0.0
6519,0.115222,Bord Scannan na hEireann / Irish Film Board,5.5,2005,5582816.44827246,0.0,-5582816.44827246
2239,0.256392,Stallion Media,3.5,2010,13000000.0,0.0,-13000000.0
8709,0.768576,Limited Edition Productions Inc.,6.7,2000,94971908.5757354,314190020.047936,219218111.47220063
4259,0.432776,Close Call Films,6.5,1994,0.0,0.0,0.0
7042,0.874937999999999,Close Call Films,5.7,2004,40405588.9934252,41673611.0405616,1268022.0471364036
5751,0.331255,TAJJ Media,3.5,2013,0.0,0.0,0.0
1038,0.288414,The Collective,5.0,2014,0.0,0.0,0.0
3604,0.475663,The Collective,5.4,2011,31020737.3629271,81056618.6620756,50035881.29914849
4558,0.493944,The Collective,5.8,2012,0.0,95302.0899122911,95302.0899122911
5608,0.668508,The Collective,5.7,2013,0.0,20436.4161903816,20436.4161903816
8301,0.451555,Penta Pictures,5.4,1992,0.0,1173187.30063811,1173187.30063811
2050,0.740867,Dark Trick Films,6.5,2010,1987650.0,19152480.0,17164830.0
1902,0.024051,Renegade Pictures,6.5,2009,0.0,0.0,0.0
2247,0.245627,Renegade Pictures,4.8,2010,0.0,0.0,0.0
4580,0.452177,Canana Films,4.9,2012,0.0,0.0,0.0
4677,0.310779,Quite Quick Productions,5.6,2012,0.0,0.0,0.0
6598,1.223177,Failure to Launch Productions,5.6,2006,54083457.9145786,95960487.0583152,41877029.1437366
4144,0.150417,Incessant Barking Productions Inc.,6.0,2002,0.0,0.0,0.0
5108,0.346839,CRML Production,5.7,2003,0.0,0.0,0.0
5224,0.038307,Chloe Productions,4.6,2003,0.0,0.0,0.0
12,6.118847,Film4,7.6,2015,13799993.9280026,33919845.9552677,20119852.027265098
50,2.883233,Film4,7.1,2015,10855995.2233621,37050347.8978469,26194352.6744848
125,1.329702,Film4,6.6,2015,0.0,210766.387262789,210766.387262789
168,0.898295999999999,Film4,7.1,2015,12879994.3328024,14722219.9222232,1842225.5894207992
172,0.874641,Film4,6.4,2015,0.0,12137055.0996957,12137055.0996957
735,1.384508,Film4,6.3,2014,0.0,1079112.51035076,1079112.51035076
744,1.220073,Film4,6.6,2014,0.0,1497553.12162362,1497553.12162362
748,1.196549,Film4,6.8,2014,0.0,594275.050683035,594275.050683035
839,0.660405,Film4,6.3,2014,13816365.7615718,29064894.548891,15248528.7873192
852,0.609613,Film4,6.9,2014,0.0,50581.7150531147,50581.7150531147
