,popularity,genres,vote_average,release_year,budget_adj,revenue_adj,net_profit
2908,1.561177,Drama,6.4,2008,23294092.5776108,152745137.915207,129451045.33759621
2909,1.559851,Drama,5.1,2008,81022930.7047334,236074344.818198,155051414.1134646
2911,1.531599,Drama,7.4,2008,55703264.8595042,170317989.68335,114614724.8238458
2914,1.475988,Drama,6.3,2008,30383599.014275,106517925.108074,76134326.093799
2915,1.468543,Drama,6.3,2008,131662262.395191,50187630.8773527,-81474631.5178383
2918,1.446456,Drama,6.5,2008,70895064.3666417,114728569.130992,43833504.764350295
2919,1.435434,Drama,6.3,2008,37473105.4509392,165813497.569514,128340392.1185748
2922,1.377239,Drama,6.5,2008,35447532.1833208,70716002.6769976,35268470.493676804
2923,1.354387,Drama,6.4,2008,20255732.6761833,65651661.3549383,45395928.678755
2927,1.300453,Drama,6.5,2008,20255732.6761833,42159705.7166133,21903973.040430002
2929,1.254928,Drama,7.0,2008,6076719.802855,45275608.6138718,39198888.8110168
2934,1.14205499999999,Drama,6.2,2008,40511465.3523667,153094337.631464,112582872.2790973
2939,1.09445,Drama,6.8,2008,0.0,0.0,0.0
2940,1.091878,Drama,6.1,2008,0.0,0.0,0.0
2941,1.072485,Drama,7.1,2008,32409172.2818933,0.0,-32409172.2818933
2943,1.056526,Drama,5.6,2008,0.0,0.0,0.0
2944,1.054819,Drama,7.3,2008,15191799.5071375,32411742.7343699,17219943.2272324
2945,1.043504,Drama,7.1,2008,55703264.8595042,114465403.613703,58762138.7541988
2949,0.988883,Drama,6.3,2008,0.0,0.0,0.0
2950,0.978313,Drama,6.9,2008,2937081.23804658,0.0,-2937081.23804658
2953,0.95684,Drama,6.2,2008,20255732.6761833,66408286.903818,46152554.2276347
2954,0.951793,Drama,6.4,2008,9115079.7042825,33395562.6576655,24280482.953383
2955,0.943042,Drama,5.3,2008,81022930.7047334,165827299.82576,84804369.1210266
2964,0.866771,Drama,6.7,2008,15191799.5071375,97641394.1291594,82449594.62202191
2966,0.857292,Drama,6.6,2008,0.0,0.0,0.0
2967,0.842487999999999,Drama,5.9,2008,0.0,18362721.025491,18362721.025491
2969,0.825749,Drama,6.5,2008,30383599.014275,0.0,-30383599.014275
2971,0.822759,Drama,5.8,2008,60767198.02855,74110222.3795867,13343024.351036698
2973,0.798582,Drama,6.2,2008,22281305.9438016,23831711.1192224,1550405.1754207984
2975,0.785951,Drama,6.6,2008,32409172.2818933,51809322.0527807,19400149.7708874
2976,0.780936,Drama,5.1,2008,0.0,2465789.08029656,2465789.08029656
2977,0.774511,Drama,5.8,2008,35447532.1833208,32898763.468543,-2548768.7147777975
2978,0.770810999999999,Drama,5.5,2008,0.0,0.0,0.0
2982,0.759672999999999,Drama,7.1,2008,20255732.6761833,55284562.6605013,35028829.984318
2984,0.748854,Drama,5.4,2008,30383599.014275,69243648.916298,38860049.902023
2985,0.743689,Drama,6.7,2008,20255732.6761833,51558166.1593956,31302433.4832123
2986,0.73292,Drama,6.1,2008,0.0,0.0,0.0
2990,0.719955,Drama,6.3,2008,35447532.1833208,0.0,-35447532.1833208
2991,0.718964,Drama,5.9,2008,0.0,565134.941665515,565134.941665515
2992,0.715969,Drama,5.8,2008,25319665.8452291,17968149.4808253,-7351516.364403799
2994,0.709809,Drama,5.6,2008,12153439.60571,57029778.3577219,44876338.7520119
2995,0.702302,Drama,6.3,2008,13166226.2395191,15084795.5609156,1918569.3213964999
2998,0.68078,Drama,6.1,2008,25319665.8452291,11350431.4673617,-13969234.3778674
3000,0.674834,Drama,7.4,2008,21268519.3099925,0.0,-21268519.3099925
3001,0.66791,Drama,6.2,2008,0.0,0.0,0.0
3002,0.666414,Drama,6.3,2008,25319665.8452291,20098729.4794236,-5220936.365805499
3004,0.651972,Drama,6.4,2008,0.0,207276.912475384,207276.912475384
3005,0.651467,Drama,6.1,2008,11647046.2888054,189089.290105439,-11457956.99869996
3007,0.646243999999999,Drama,6.2,2008,20255732.6761833,20469829.6938508,214097.01766750216
3008,0.645064,Drama,4.3,2008,18230159.408565,387060.718989384,-17843098.689575616
3011,0.634256,Drama,5.7,2008,12153439.60571,7160735.72061997,-4992703.88509003
3013,0.632340999999999,Drama,6.9,2008,0.0,0.0,0.0
3014,0.630893,Drama,7.7,2008,2025573.26761833,11268111.156979,9242537.88936067
3015,0.626646,Drama,6.9,2008,8.10229307047334,0.0,-8.10229307047334
3017,0.620489,Drama,6.1,2008,65831131.1975958,420562471.312818,354731340.1152222
3022,0.59883,Drama,4.9,2008,6177998.46623592,0.0,-6177998.46623592
3024,0.595488,Drama,7.2,2008,11140652.9719008,38592634.7320186,27451981.7601178
3026,0.593722,Drama,5.1,2008,15191799.5071375,1158482.06780241,-14033317.43933509
3028,0.58326,Drama,6.7,2008,20255732.6761833,0.0,-20255732.6761833
3029,0.579469999999999,Drama,6.5,2008,35447532.1833208,76187576.3894318,40740044.20611101
3030,0.578298,Drama,6.1,2008,0.0,0.0,0.0
3031,0.576989,Drama,6.2,2008,5063933.16904583,16381192.8357904,11317259.66674457
3034,0.563354,Drama,5.1,2008,8102293.07047334,0.0,-8102293.07047334
3035,0.560837,Drama,5.8,2008,0.0,0.0,0.0
3037,0.54408,Drama,7.1,2008,0.0,2759310.85136059,2759310.85136059
3043,0.528292,Drama,6.4,2008,0.0,16256605.900819,16256605.900819
3044,0.527397999999999,Drama,6.3,2008,30383599.014275,31546610.2639038,1163011.249628801
3051,0.511786,Drama,8.0,2008,0.0,0.0,0.0
3052,0.509401,Drama,6.2,2008,0.0,0.0,0.0
3053,0.505290999999999,Drama,6.0,2008,20255732.6761833,13373129.4337266,-6882603.242456699
3056,0.499165,Drama,6.8,2008,20255732.6761833,5601483.85395292,-14654248.822230378
3058,0.489539,Drama,5.6,2008,0.0,0.0,0.0
3060,0.480135,Drama,5.9,2008,0.0,243550.878551893,243550.878551893
3065,0.472691,Drama,6.5,2008,1.01278663380916,0.0,-1.01278663380916
3066,0.472491,Drama,5.3,2008,0.0,372338.852480334,372338.852480334
3068,0.471096,Drama,6.0,2008,6076719.802855,0.0,-6076719.802855
3075,0.45518,Drama,6.5,2008,12153439.60571,3188436.65039861,-8965002.95531139
3076,0.453602,Drama,5.5,2008,25319665.8452291,2025573.26761833,-23294092.577610772
3077,0.451304,Drama,6.0,2008,27345239.1128475,44919535.1147304,17574296.001882903
3078,0.450911,Drama,7.1,2008,40511465.3523667,9918721.84706354,-30592743.50530316
3081,0.436406,Drama,4.6,2008,16204586.1409466,50646974.1783971,34442388.03745049
3083,0.431801,Drama,5.0,2008,0.0,0.0,0.0
3084,0.428849,Drama,6.0,2008,0.0,2998854.1332025,2998854.1332025
3085,0.427022999999999,Drama,6.7,2008,2025573.26761833,38623507.506977,36597934.23935867
3087,0.422873,Drama,5.7,2008,0.0,85453934.0076331,85453934.0076331
3091,0.417779,Drama,5.8,2008,20255732.6761833,27993450.9165111,7737718.240327802
3093,0.412295,Drama,6.9,2008,0.0,0.0,0.0
3095,0.407009,Drama,5.7,2008,0.0,0.0,0.0
3096,0.402982,Drama,6.0,2008,0.0,0.0,0.0
3100,0.400485,Drama,5.7,2008,0.0,0.0,0.0
3102,0.399327,Drama,4.1,2008,0.0,0.0,0.0
3104,0.395691,Drama,2.9,2008,1012786.63380916,0.0,-1012786.63380916
3108,0.39314,Drama,6.1,2008,0.0,0.0,0.0
3110,0.389554,Drama,7.8,2008,8483911.07409263,13166226.2395191,4682315.16542647
3113,0.383036,Drama,7.1,2008,0.0,0.0,0.0
3114,0.382852,Drama,6.1,2008,3038359.9014275,3879111.55925794,840751.65783044
3115,0.374561,Drama,4.4,2008,0.0,0.0,0.0
3117,0.371517,Drama,6.3,2008,6076719.802855,2937055.91838074,-3139663.88447426
3118,0.368391,Drama,5.1,2008,25319665.8452291,6758752.60336804,-18560913.24186106
3120,0.361308,Drama,7.0,2008,0.0,45445.7618322849,45445.7618322849
3122,0.360706,Drama,6.6,2008,10127866.3380916,0.0,-10127866.3380916
3123,0.359106,Drama,5.5,2008,12153439.60571,0.0,-12153439.60571
3124,0.358438,Drama,6.2,2008,0.0,0.0,0.0
3125,0.357127,Drama,5.7,2008,10127866.3380916,0.0,-10127866.3380916
3126,0.353759,Drama,6.2,2008,0.0,0.0,0.0
3128,0.35254,Drama,5.6,2008,15596914.1606611,0.0,-15596914.1606611
3129,0.349203,Drama,6.9,2008,12153439.60571,0.0,-12153439.60571
3130,0.348973,Drama,5.2,2008,0.0,0.0,0.0
3131,0.3487,Drama,6.4,2008,0.0,42475655.6476831,42475655.6476831
3137,0.359217,Drama,6.3,2008,45575398.5214125,9443053.43826883,-36132345.08314367
3141,0.336308,Drama,6.6,2008,0.0,0.0,0.0
3144,0.333395,Drama,6.3,2008,19242946.0423741,23851125.2262058,4608179.183831699
3147,0.326352,Drama,5.7,2008,15191799.5071375,3578405.07981366,-11613394.42732384
3151,0.318796,Drama,6.5,2008,0.0,0.0,0.0
3152,0.17515,Drama,6.4,2008,0.0,0.0,0.0
3154,0.315842,Drama,6.9,2008,0.0,0.0,0.0
3155,0.315339,Drama,5.3,2008,0.0,0.0,0.0
3158,0.308655,Drama,5.7,2008,21268519.3099925,17825044.7550413,-3443474.5549511984
3159,0.308286,Drama,6.7,2008,0.0,1121703.73398227,1121703.73398227
3164,0.287248,Drama,6.1,2008,0.0,0.0,0.0
3165,0.298961,Drama,5.4,2008,0.0,0.0,0.0
3166,0.408518,Drama,5.9,2008,0.0,0.0,0.0
3167,0.296576,Drama,5.7,2008,0.0,0.0,0.0
3172,0.283736,Drama,5.8,2008,0.0,1853315.47858017,1853315.47858017
3173,0.283538,Drama,7.3,2008,4760097.17890308,0.0,-4760097.17890308
3176,0.282905,Drama,5.6,2008,25420944.5086101,29883752.3501713,4462807.841561202
3178,0.282162,Drama,6.3,2008,0.0,0.0,0.0
3179,0.280928,Drama,6.0,2008,506393.316904583,0.0,-506393.316904583
3180,0.280555,Drama,7.5,2008,506393.316904583,33884110.6740824,33377717.357177816
3183,0.278543,Drama,5.5,2008,7089506.43666417,10705118.259044,3615611.822379831
3185,0.244094,Drama,7.4,2008,0.0,0.0,0.0
3186,0.276672,Drama,6.0,2008,0.0,0.0,0.0
3187,0.274362,Drama,6.4,2008,12153439.60571,0.0,-12153439.60571
3190,0.267935,Drama,6.4,2008,7089506.43666417,0.0,-7089506.43666417
3191,0.267577,Drama,6.5,2008,0.0,0.0,0.0
3192,0.128712,Drama,6.6,2008,0.0,0.0,0.0
3195,0.265233,Drama,4.9,2008,0.0,0.0,0.0
3196,0.26418,Drama,5.2,2008,0.0,0.0,0.0
3200,0.259356,Drama,6.1,2008,14179012.8733283,0.0,-14179012.8733283
3201,0.258571,Drama,6.1,2008,0.0,0.0,0.0
3202,0.257241,Drama,6.3,2008,0.0,0.0,0.0
3204,0.2552,Drama,4.8,2008,0.0,0.0,0.0
3205,0.253956,Drama,5.8,2008,0.0,15069680.7331927,15069680.7331927
3206,0.659884,Drama,6.0,2008,27345239.1128475,17507332.5752287,-9837906.537618801
3207,0.248871,Drama,6.4,2008,0.0,0.0,0.0
3208,0.246447,Drama,5.8,2008,0.0,0.0,0.0
3209,0.245327,Drama,4.0,2008,0.0,0.0,0.0
3211,0.244375,Drama,5.3,2008,0.0,0.0,0.0
3213,0.242941,Drama,5.7,2008,0.0,0.0,0.0
3215,0.239048,Drama,6.8,2008,4051146.53523667,536825.529677281,-3514321.005559389
3216,0.235312,Drama,3.5,2008,0.0,0.0,0.0
3217,0.234772,Drama,4.7,2008,6076719.802855,396414.816339246,-5680304.986515754
3218,0.232479,Drama,6.6,2008,202557.326761833,0.0,-202557.326761833
3219,0.447804,Drama,5.0,2008,6785670.44652142,0.0,-6785670.44652142
3222,0.257041,Drama,7.2,2008,0.0,0.0,0.0
3223,0.22711,Drama,4.7,2008,0.0,0.0,0.0
3225,0.224471,Drama,6.1,2008,35447532.1833208,44208931.6032777,8761399.4199569
3226,0.224208,Drama,5.4,2008,1519179.95071375,0.0,-1519179.95071375
3229,0.222071,Drama,5.3,2008,0.0,0.0,0.0
3230,0.220417,Drama,6.9,2008,0.0,419702.832197054,419702.832197054
3231,0.219441,Drama,6.5,2008,0.0,0.0,0.0
3232,0.219277,Drama,6.4,2008,0.0,0.0,0.0
3235,0.21503,Drama,6.9,2008,9216358.36766342,76971784.1694967,67755425.80183327
3237,0.214039,Drama,5.9,2008,0.0,0.0,0.0
3240,0.204746,Drama,5.4,2008,2531966.58452291,0.0,-2531966.58452291
3241,0.204302,Drama,6.1,2008,0.0,0.0,0.0
3243,0.193779,Drama,6.4,2008,2329409.25776108,11241931.6352817,8912522.37752062
3248,0.284963,Drama,4.0,2008,8102293.07047334,0.0,-8102293.07047334
3249,0.180992,Drama,5.4,2008,0.0,0.0,0.0
3250,0.180391,Drama,6.2,2008,0.0,0.0,0.0
3251,0.318063,Drama,5.1,2008,0.0,0.0,0.0
3252,0.178752,Drama,6.0,2008,0.0,0.0,0.0
3253,0.176665,Drama,6.3,2008,2531966.58452291,0.0,-2531966.58452291
3254,0.173639,Drama,7.8,2008,0.0,0.0,0.0
3255,0.172834,Drama,5.2,2008,0.0,0.0,0.0
3257,0.168979,Drama,6.4,2008,5063933.16904583,4092253.51912971,-971679.6499161203
3260,0.161881,Drama,7.1,2008,0.0,0.0,0.0
3264,0.160382,Drama,5.0,2008,0.0,11439.4250288745,11439.4250288745
3265,0.158418,Drama,5.3,2008,0.0,861450.991052232,861450.991052232
3266,0.1577,Drama,6.2,2008,3646031.881713,0.0,-3646031.881713
3267,0.201483,Drama,4.0,2008,0.0,0.0,0.0
3269,0.199865,Drama,6.4,2008,0.0,0.0,0.0
3272,0.281186,Drama,7.1,2008,6076719.802855,1316622.62395191,-4760097.17890309
3276,0.147656999999999,Drama,5.8,2008,4233448.12932232,11140652.9719008,6907204.84257848
3277,0.258333,Drama,7.2,2008,0.0,0.0,0.0
3278,0.464581,Drama,5.9,2008,0.0,912205.780418945,912205.780418945
3280,0.144853999999999,Drama,6.8,2008,0.0,0.0,0.0
3281,0.142175,Drama,5.1,2008,0.0,0.0,0.0
3282,0.142410999999999,Drama,5.0,2008,0.0,0.0,0.0
3286,0.135015,Drama,6.3,2008,0.0,0.0,0.0
3287,0.134860999999999,Drama,5.7,2008,0.0,0.0,0.0
3290,0.132306,Drama,6.8,2008,0.0,0.0,0.0
3291,0.086287,Drama,5.8,2008,2531966.58452291,108934.31754588,-2423032.26697703
3296,0.127309999999999,Drama,6.6,2008,15191799.5071375,321053.362917506,-14870746.144219995
3299,0.120405,Drama,5.6,2008,0.0,0.0,0.0
3300,0.117631,Drama,6.3,2008,0.0,0.0,0.0
3302,0.11599,Drama,6.3,2008,0.0,0.0,0.0
3308,0.104739,Drama,7.3,2008,0.0,23609465.2202993,23609465.2202993
3309,0.10378,Drama,5.7,2008,0.0,0.0,0.0
3312,0.101733,Drama,4.6,2008,3038359.9014275,0.0,-3038359.9014275
3316,0.093988,Drama,5.0,2008,0.0,0.0,0.0
3319,0.092364,Drama,6.4,2008,0.0,0.0,0.0
3322,0.089104,Drama,5.3,2008,10127866.3380916,0.0,-10127866.3380916
3325,0.086851,Drama,5.8,2008,0.0,0.0,0.0
3327,0.083339,Drama,5.6,2008,0.0,0.0,0.0
3331,0.079309,Drama,6.4,2008,0.0,0.0,0.0
3333,0.0769799999999999,Drama,6.1,2008,0.0,0.0,0.0
3335,0.210293,Drama,4.9,2008,0.0,0.0,0.0
3336,0.012059,Drama,5.2,2008,0.0,0.0,0.0
3338,0.068383,Drama,6.3,2008,0.0,0.0,0.0
3341,0.064319,Drama,6.3,2008,0.0,0.0,0.0
3342,0.038133,Drama,6.8,2008,0.0,0.0,0.0
3343,0.060669,Drama,3.7,2008,0.0,0.0,0.0
3346,0.045194,Drama,4.7,2008,0.0,0.0,0.0
3347,0.044583,Drama,5.5,2008,0.0,0.0,0.0
3351,0.033634,Drama,7.1,2008,0.0,0.0,0.0
3352,0.033615,Drama,7.3,2008,0.0,0.0,0.0
3353,0.030837,Drama,6.0,2008,0.0,0.0,0.0
3356,0.13654,Drama,6.6,2008,0.0,0.0,0.0
3358,0.028143,Drama,6.9,2008,0.0,0.0,0.0
3359,0.020272,Drama,4.7,2008,0.0,0.0,0.0
3360,0.0175199999999999,Drama,6.3,2008,0.0,0.0,0.0
3361,0.089871,Drama,7.0,2008,0.0,0.0,0.0
3368,0.002514,Drama,4.5,2008,506393.316904583,0.0,-506393.316904583
3373,5.903353,Drama,7.3,2011,14540970.638872,73844056.8144804,59303086.1756084
3376,4.50453,Drama,6.9,2011,90154017.9610069,468083718.184356,377929700.2233491
3383,2.924415,Drama,6.9,2011,48469902.1295736,138479670.753648,90009768.62407441
3384,2.776061,Drama,7.1,2011,87245823.8332325,225498881.314658,138253057.48142546
3389,2.657014,Drama,6.5,2011,106633784.685061,290110305.86447,183476521.17940903
3404,1.885979,Drama,6.9,2011,6301087.27684457,17152213.9112496,10851126.63440503
3407,1.821261,Drama,6.5,2011,31020737.3629271,53001087.6646037,21980350.3016766
3410,1.644472,Drama,7.2,2011,14540970.638872,129349549.423789,114808578.784917
3414,1.592819,Drama,6.9,2011,63980270.8110371,172150434.096443,108170163.2854059
3415,1.531633,Drama,6.8,2011,7755184.34073177,37988560.1336993,30233375.792967528
3418,1.488615,Drama,6.8,2011,164797667.24055,180085229.475904,15287562.235353976
3419,1.482692,Drama,6.9,2011,38775921.7036588,82799096.133265,44023174.42960621
3421,1.470363,Drama,6.9,2011,14540970.638872,57572000.1008174,43031029.4619454
3423,1.465299,Drama,5.7,2011,35867727.5758844,93108387.4257441,57240659.8498597
3426,1.401424,Drama,6.5,2011,0.0,0.0,0.0
3431,1.301204,Drama,6.6,2011,0.0,0.0,0.0
3432,1.285106,Drama,5.2,2011,11632776.5110976,22237047.8727529,10604271.3616553
3433,1.246852,Drama,7.6,2011,24234951.0647868,22351522.1488064,-1883428.9159803987
3437,1.240414,Drama,5.6,2011,72704853.1943604,219960309.935942,147255456.7415816
3438,1.22871,Drama,6.4,2011,242349.510647868,3433950.06436803,3191600.5537201623
3439,1.21550499999999,Drama,5.6,2011,29081941.2777441,35053796.7443736,5971855.466629498
3441,1.212003,Drama,4.9,2011,6785786.2981403,0.0,-6785786.2981403
3443,1.205338,Drama,6.5,2011,38775921.7036588,59100179.5325174,20324257.828858607
3450,1.116674,Drama,6.7,2011,6204147.47258542,33984861.8801668,27780714.407581378
3452,1.111078,Drama,6.4,2011,48469902.1295736,116407101.61618,67937199.4866064
3453,1.109807,Drama,5.6,2011,0.0,194990.538675104,194990.538675104
3455,1.105855,Drama,7.6,2011,24234951.0647868,120469153.754284,96234202.6894972
3456,1.102011,Drama,6.3,2011,24234951.0647868,74913462.8061359,50678511.74134909
3457,1.081676,Drama,6.9,2011,48469902.1295736,106833690.071813,58363787.9422394
3458,1.079441,Drama,7.3,2011,6785786.2981403,5854138.55412343,-931647.7440168709
3459,1.074793,Drama,5.5,2011,15510368.6814635,39253601.3137282,23743232.632264696
3461,1.058691,Drama,6.5,2011,29081941.2777441,0.0,-29081941.2777441
3463,1.055533,Drama,6.0,2011,33928931.4907015,58068797.2096846,24139865.718983106
3467,1.045866,Drama,6.1,2011,58163882.5554883,131312814.084965,73148931.5294767
3470,1.029084,Drama,6.0,2011,16479766.724055,41844620.0347432,25364853.310688198
3477,0.982341,Drama,7.9,2011,3877592.17036588,0.0,-3877592.17036588
3479,0.954335,Drama,5.8,2011,0.0,0.0,0.0
3488,0.907952,Drama,7.0,2011,38775921.7036588,53557187.6987265,14781265.9950677
3491,0.903312,Drama,6.0,2011,20357358.8944209,941107.130116482,-19416251.764304418
3493,0.895829,Drama,6.8,2011,9693980.42591472,132648701.782141,122954721.35622628
3495,0.876730999999999,Drama,6.7,2011,0.0,880213.422673057,880213.422673057
3498,0.854834,Drama,6.6,2011,0.0,66835.148046469,66835.148046469
3500,0.851701,Drama,5.4,2011,9693980.42591472,0.0,-9693980.42591472
3501,0.847636,Drama,7.4,2011,0.0,838198.742109099,838198.742109099
3503,0.846125,Drama,6.6,2011,3392893.14907015,18907177.2292277,15514284.080157548
3507,0.808335999999999,Drama,6.6,2011,19387960.8518294,171819196.601678,152431235.7498486
3509,0.806361,Drama,5.5,2011,43622911.9166162,23265553.0221953,-20357358.894420903
3512,0.801419,Drama,5.1,2011,0.0,0.0,0.0
3513,0.80048,Drama,5.7,2011,9693980.42591472,16744987.2427217,7051006.8168069795
3514,0.786615,Drama,5.7,2011,9693980.42591472,592288.632450793,-9101691.793463927
3515,0.785489,Drama,6.5,2011,23265553.0221953,61598777.7829479,38333224.7607526
3516,0.780354,Drama,6.2,2011,0.0,1257248.18916445,1257248.18916445
3517,0.780318,Drama,5.3,2011,34898329.533293,9318308.6330712,-25580020.900221802
3518,0.779648,Drama,6.9,2011,24234951.0647868,26758361.0581173,2523409.993330501
3519,0.779536,Drama,6.8,2011,96939.8042591472,1722557.31081227,1625617.5065531228
3520,0.771868,Drama,6.4,2011,12117475.5323934,73667524.5839343,61550049.05154091
3524,0.755324,Drama,5.2,2011,12602174.5536891,0.0,-12602174.5536891
3525,0.747362,Drama,5.2,2011,67857862.981403,65058885.1146991,-2798977.8667038903
3526,0.734516,Drama,6.3,2011,18418562.8092379,6716055.55814061,-11702507.251097292
3528,0.709051,Drama,5.0,2011,14540970.638872,0.0,-14540970.638872
3533,0.687144,Drama,6.5,2011,9209281.40461898,116327.765110976,-9092953.639508005
3534,0.685977,Drama,4.8,2011,14540970.638872,0.0,-14540970.638872
3536,0.679469,Drama,6.9,2011,0.0,33648413.8709227,33648413.8709227
3537,0.666454,Drama,5.9,2011,16479766.724055,11977686.3958556,-4502080.3281994
3543,0.658095,Drama,5.9,2011,24234951.0647868,26292052.4870876,2057101.4223008007
3545,0.644722999999999,Drama,7.5,2011,1938796.08518294,40782.5756518232,-1898013.5095311166
3546,0.628143999999999,Drama,6.1,2011,0.0,0.0,0.0
3547,0.626306,Drama,5.8,2011,14540970.638872,841863.066710095,-13699107.572161904
3551,0.607142,Drama,6.0,2011,0.0,0.0,0.0
3554,0.601594,Drama,6.3,2011,7755184.34073177,158268.771423696,-7596915.569308074
3556,0.597094999999999,Drama,6.5,2011,0.0,0.0,0.0
3557,0.597001,Drama,5.7,2011,7464364.92795433,1039778.27927969,-6424586.64867464
3558,0.588821,Drama,5.8,2011,33928931.4907015,82016919.8734354,48087988.3827339
3560,0.585459,Drama,7.0,2011,0.0,0.0,0.0
3562,0.580693999999999,Drama,5.9,2011,14540970.638872,26621648.7909667,12080678.152094701
3563,0.578282,Drama,6.9,2011,17449164.7666465,45647974.7336094,28198809.9669629
3565,0.570634,Drama,6.2,2011,4651399.61689389,203278.891939261,-4448120.724954629
3567,0.564556,Drama,7.1,2011,0.0,70464.5743179315,70464.5743179315
3569,0.562704,Drama,6.9,2011,0.0,0.0,0.0
3571,0.545038,Drama,5.2,2011,6785786.2981403,0.0,-6785786.2981403
3572,0.540954,Drama,5.7,2011,0.0,0.0,0.0
3573,0.539108,Drama,5.9,2011,19387960.8518294,16944.1083864563,-19371016.74344294
3576,0.530139,Drama,6.7,2011,36837125.6184759,110662825.911621,73825700.2931451
3577,0.528255,Drama,5.9,2011,48469902.1295736,37324093.0311913,-11145809.098382302
3578,0.524684,Drama,6.6,2011,9693980.42591472,1705415.44522513,-7988564.98068959
3582,0.514888,Drama,6.7,2011,0.0,0.0,0.0
3583,0.512775,Drama,5.2,2011,11632776.5110976,942751.229196718,-10690025.281900883
3584,0.509793,Drama,6.6,2011,0.0,3430162.62621562,3430162.62621562
3585,0.509532,Drama,6.9,2011,4846990.21295736,3004468.92497634,-1842521.2879810198
3587,0.496602,Drama,7.1,2011,0.0,21637.9337086842,21637.9337086842
3588,0.495308,Drama,6.3,2011,0.0,8193.35225598312,8193.35225598312
3595,0.487945,Drama,6.7,2011,969398.042591472,33465773.4633102,32496375.42071873
3596,0.486844,Drama,6.1,2011,0.0,0.0,0.0
3597,0.486641,Drama,5.7,2011,0.0,0.0,0.0
3598,0.484734,Drama,5.6,2011,38775921.7036588,5279341.73995315,-33496579.963705648
3601,0.482368,Drama,6.3,2011,9693980.42591472,3552910.71456268,-6141069.711352039
3608,0.46351,Drama,5.2,2011,90.1540179610069,2423495.10647868,2423404.952460719
3610,0.455555,Drama,6.6,2011,35867727.5758844,92484835.7064197,56617108.130535305
3613,0.449357,Drama,6.3,2011,0.0,33506905.0222573,33506905.0222573
3615,0.44615,Drama,6.4,2011,28112543.2351527,32632724.1636033,4520180.928450599
3616,0.444626,Drama,5.6,2011,0.0,0.0,0.0
3618,0.440242,Drama,4.4,2011,4362291.19166162,0.0,-4362291.19166162
3620,0.434672,Drama,5.9,2011,484699.021295736,0.0,-484699.021295736
3623,0.43132,Drama,6.6,2011,9693980.42591472,294577.768988568,-9399402.656926151
3625,0.429826,Drama,6.1,2011,3877592.17036588,344803.250973275,-3532788.919392605
3629,0.42093,Drama,6.5,2011,0.0,0.0,0.0
3632,0.418255,Drama,6.8,2011,0.0,1151832.93781893,1151832.93781893
3633,0.417574,Drama,5.3,2011,0.0,0.0,0.0
3634,0.417183,Drama,6.9,2011,0.0,0.0,0.0
3636,0.414629,Drama,5.6,2011,7755184.34073177,97826.8034681184,-7657357.537263651
3639,0.524527,Drama,6.3,2011,121174.755323934,3102073.73629271,2980898.980968776
3643,0.410207,Drama,6.8,2011,10499717.9051696,10328339.9640159,-171377.9411537014
3645,0.401778,Drama,4.9,2011,19387960.8518294,0.0,-19387960.8518294
3646,0.400027,Drama,4.0,2011,0.0,0.0,0.0
3649,0.395082,Drama,5.9,2011,13571572.5962806,45072.1619902905,-13526500.43429031
3652,0.386031,Drama,5.5,2011,0.0,0.0,0.0
3654,0.381174,Drama,5.9,2011,16479766.724055,3583120.06576396,-12896646.65829104
3655,0.42001,Drama,4.3,2011,0.0,0.0,0.0
3660,0.230763,Drama,6.7,2011,0.0,140206.947094132,140206.947094132
3661,0.37054,Drama,6.2,2011,12602174.5536891,111438798.993377,98836624.43968791
3663,0.368965,Drama,4.6,2011,0.0,0.0,0.0
3666,0.363036,Drama,6.3,2011,18515502.6134971,5552918.46974702,-12962584.14375008
3668,0.36105,Drama,6.8,2011,0.0,118799.730119584,118799.730119584
3669,0.357401,Drama,7.5,2011,1066337.84685061,0.0,-1066337.84685061
3672,0.351823,Drama,4.2,2011,0.0,17256.2545561708,17256.2545561708
3674,0.352084,Drama,7.3,2011,3877592.17036588,246129.193615932,-3631462.9767499478
3677,0.580585999999999,Drama,5.7,2011,0.0,11813690.4207963,11813690.4207963
3678,0.349834,Drama,5.7,2011,2908194.12777441,0.0,-2908194.12777441
3681,0.338543,Drama,5.4,2011,0.0,0.0,0.0
3682,0.337281,Drama,7.2,2011,0.0,0.0,0.0
3686,0.334274,Drama,6.9,2011,24234951.0647868,51585191.6693809,27350240.604594104
3687,0.334152,Drama,6.2,2011,0.0,0.0,0.0
3689,0.282795,Drama,5.2,2011,0.0,0.0,0.0
3691,0.318142,Drama,4.8,2011,14540970.638872,4485768.26733671,-10055202.37153529
3693,0.316012,Drama,6.1,2011,0.0,0.0,0.0
3694,0.31424,Drama,5.3,2011,5816388.25554883,0.0,-5816388.25554883
3695,0.311488,Drama,5.7,2011,14540970.638872,0.0,-14540970.638872
3698,0.307661,Drama,6.3,2011,24234951.0647868,11430151.9628371,-12804799.1019497
3699,0.30628,Drama,4.4,2011,0.0,0.0,0.0
3701,0.303053,Drama,4.5,2011,0.0,0.0,0.0
3702,0.30289,Drama,7.3,2011,0.0,0.0,0.0
3705,0.300901,Drama,5.6,2011,0.0,0.0,0.0
3708,0.295301,Drama,7.6,2011,0.0,0.0,0.0
3711,0.293453,Drama,6.1,2011,0.0,0.0,0.0
