,popularity,cast,vote_average,release_year,budget_adj,revenue_adj,net_profit
7059,0.73712,Kristen Miller,6.5,2004,36942252.7939887,58769839.1441957,21827586.350207
104,1.532997,Jerry Ferrara,6.2,2015,27599987.8560053,45322311.7381828,17722323.8821775
378,0.299427,Jerry Ferrara,6.3,2015,0.0,4088.47820106959,4088.47820106959
757,1.041267,Jerry Ferrara,6.2,2014,22106185.218515,64643485.2611615,42537300.0426465
4571,0.473381,Jerry Ferrara,6.6,2012,11396931.3762269,91242414.6298609,79845483.25363399
8059,0.384958,Mike Kellin,6.3,1983,766259.19921535,0.0,-766259.19921535
9722,0.891162999999999,Mike Kellin,6.6,1968,0.0,0.0,0.0
5929,0.159291,Max Aria,4.4,2013,0.0,0.0,0.0
650,4.780419,Austin Stowell,8.2,2014,3039600.46754581,12888912.7349127,9849312.26736689
4093,0.279762,Ky-Mani Marley,7.2,2002,242452.278724109,0.0,-242452.278724109
4822,0.144769,Cynthia Galant,5.7,2012,0.0,0.0,0.0
7307,0.037191,Vincent Price,6.2,1972,391092.069852172,0.0,-391092.069852172
8043,0.206849,Vincent Price,8.1,1983,2408243.19753395,0.0,-2408243.19753395
8923,0.391453,Vincent Price,7.9,1982,135578.544153073,0.0,-135578.544153073
9536,0.265596,Vincent Price,5.1,1988,9219455.11545154,0.0,-9219455.11545154
9750,0.128924,Vincent Price,6.2,1968,0.0,0.0,0.0
9797,0.081732,Vincent Price,5.9,1974,0.0,0.0,0.0
9872,0.153654,Vincent Price,6.2,1962,0.0,0.0,0.0
9889,0.451661,Vincent Price,6.4,1964,0.0,0.0,0.0
9890,0.349468,Vincent Price,6.3,1964,0.0,0.0,0.0
9910,0.152208999999999,Vincent Price,5.6,1964,0.0,0.0,0.0
9973,0.07681,Vincent Price,7.0,1971,0.0,0.0,0.0
10124,0.249542,Vincent Price,6.3,1961,1458972.24159413,14589722.4159413,13130750.17434717
10153,0.32318,Vincent Price,5.9,1960,1990701.21344298,0.0,-1990701.21344298
10396,0.0149919999999999,Vincent Price,6.3,1993,0.0,0.0,0.0
10454,0.249429,Vincent Price,5.9,1963,0.0,0.0,0.0
10466,0.142055,Vincent Price,6.1,1963,0.0,0.0,0.0
10482,1.136303,Vincent Price,6.7,1986,27851689.7520702,163976403.65056,136124713.8984898
10646,0.069999,Vincent Price,6.8,1973,0.0,0.0,0.0
10662,0.330846,Vincent Price,6.4,1970,0.0,0.0,0.0
10707,0.199141,Vincent Price,6.4,1965,0.0,0.0,0.0
10749,0.141028,Vincent Price,5.3,1969,1040246.23520026,0.0,-1040246.23520026
799,0.829686,Celina Jade,5.6,2014,8289819.45694313,0.0,-8289819.45694313
3268,0.156827,Celina Jade,6.2,2008,522383.192279162,0.0,-522383.192279162
7711,0.215556,Steve Wiebe,7.9,2007,0.0,0.0,0.0
9769,0.463337,Gloria Swanson,6.1,1974,13266851.6655426,207847342.760168,194580491.09462538
8656,0.073779,Joe Berlinger,7.9,1996,0.0,0.0,0.0
41,3.080505,Elijah Wood,5.6,2015,82799963.568016,129164861.167461,46364897.599445
800,0.81219,Elijah Wood,5.1,2014,0.0,0.0,0.0
1010,0.689942,Elijah Wood,5.2,2014,0.0,0.0,0.0
1217,0.107621,Elijah Wood,7.8,2014,0.0,0.0,0.0
1400,2.846465,Elijah Wood,6.5,2009,30492013.0237486,49222304.2570306,18730291.233282
2633,8.575419,Elijah Wood,7.8,2001,114528394.852527,1073079785.52895,958551390.676423
3105,0.395538,Elijah Wood,5.8,2008,14280291.5367092,0.0,-14280291.5367092
3482,0.93092,Elijah Wood,5.8,2011,126021745.536891,145803733.7335,19781988.196609005
3911,8.095275,Elijah Wood,7.8,2002,95768650.0960232,1122902454.41715,1027133804.3211268
4066,0.362612,Elijah Wood,5.8,2002,0.0,0.0,0.0
4289,0.339602,Elijah Wood,5.2,1994,58844462.4639265,0.0,-58844462.4639265
4331,0.165751,Elijah Wood,6.4,1994,0.0,0.0,0.0
4464,0.913638,Elijah Wood,5.8,2012,5698465.68811347,29519.0020087091,-5668946.6861047605
4681,0.304212,Elijah Wood,6.4,2012,0.0,2939280.94860458,2939280.94860458
4949,7.122455,Elijah Wood,7.9,2003,111423148.609557,1326278010.47567,1214854861.8661132
5687,0.431581,Elijah Wood,5.6,2013,0.0,0.0,0.0
5702,0.39621,Elijah Wood,5.6,2013,4680166.76370212,0.0,-4680166.76370212
5777,0.305835,Elijah Wood,7.1,2013,0.0,117.004169092553,117.004169092553
6225,1.316576,Elijah Wood,7.0,2005,0.0,3522026.94646849,3522026.94646849
6365,0.42232,Elijah Wood,7.4,2005,7815943.02758145,3012409.59605754,-4803533.43152391
6965,3.863377,Elijah Wood,7.8,2004,23088907.9962429,83418061.1597466,60329153.16350371
8297,0.474174,Elijah Wood,5.8,1992,0.0,198915104.587386,198915104.587386
8324,0.303912,Elijah Wood,6.3,1992,54390848.9106134,7229285.08978996,-47161563.820823446
8576,0.340804,Elijah Wood,5.5,1996,35492233.3456552,27915579.9226566,-7576653.422998603
8755,0.431828,Elijah Wood,6.1,2000,25325842.2868627,0.0,-25325842.2868627
8991,1.283006,Elijah Wood,5.6,1998,100327160.180872,187898944.598405,87571784.41753301
9072,0.433845,Elijah Wood,6.1,1998,20065432.0361744,53886815.9811267,33821383.9449523
10084,0.163711,Elijah Wood,6.1,1990,0.0,46285884.6564138,46285884.6564138
10279,0.611772,Elijah Wood,6.2,1993,25660989.348878,67105718.1439195,41444728.7950415
10384,0.09373,Elijah Wood,6.6,1993,0.0,0.0,0.0
322,0.372889,Caitlin Carmichael,5.0,2015,0.0,0.0,0.0
5945,0.060833,Caitlin Carmichael,4.2,2013,748826.682192339,0.0,-748826.682192339
1300,0.021036,Rob Brydon,6.3,2014,0.0,0.0,0.0
1656,0.376307,Rob Brydon,6.6,2009,0.0,0.0,0.0
2301,0.182077,Rob Brydon,7.1,2010,0.0,951179.0,951179.0
4521,0.602578,Rob Brydon,6.3,2012,0.0,0.0,0.0
6302,0.663397999999999,Rob Brydon,6.5,2005,4466253.15861797,968059.255567156,-3498193.903050814
2025,0.856221999999999,Violante Placido,5.6,2010,20000000.0,65464324.0,45464324.0
3130,0.348973,Violante Placido,5.2,2008,0.0,0.0,0.0
3420,1.481016,Violante Placido,4.7,2011,55255688.4277139,144651011.857676,89395323.4299621
4689,0.292387,Violante Placido,5.5,2012,0.0,0.0,0.0
4798,0.14562,Abdelhafid Metalsi,4.6,2012,0.0,0.0,0.0
9907,0.178025,Adam West,6.4,1964,8436320.89233778,0.0,-8436320.89233778
10819,0.044675,Adam West,6.0,1978,0.0,260730654.203295,260730654.203295
10827,0.410366,Adam West,5.9,1966,9256080.64304836,0.0,-9256080.64304836
10121,0.282665,SiobhÃ¡n McKenna,5.9,1961,36744215.9045482,105654042.666184,68909826.7616358
6132,0.420284,Kim Darby,6.9,1985,0.0,20874947.1669847,20874947.1669847
8138,0.578548,Kim Darby,5.1,1995,7154834.33553483,21631402.3961826,14476568.06064777
9703,0.147904,Kim Darby,3.5,1987,0.0,0.0,0.0
10639,0.143165,Kim Darby,5.9,1973,0.0,0.0,0.0
10740,0.311288,Kim Darby,7.0,1969,0.0,84705764.8663075,84705764.8663075
4566,0.482632,Robert Emms,6.3,2012,0.0,0.0,0.0
9388,0.316955,Thom Adcox-Hernandez,3.1,1991,0.0,0.0,0.0
5350,0.219814,Lothaire Bluteau,6.3,1997,0.0,0.0,0.0
10424,0.139647,"Robert Walker, Jr.",6.3,1967,0.0,39220582.4387227,39220582.4387227
5952,0.138566,Drew Cash,2.9,2013,0.0,0.0,0.0
7313,1.392663,Christopher Atkins,5.8,1980,11907165.3881458,155727481.499572,143820316.1114262
2783,0.300784,Trudie Styler,7.0,2001,0.0,0.0,0.0
10406,0.564781,Alfie Bass,6.7,1967,0.0,0.0,0.0
4283,0.181617,Jon Tenney,6.5,1994,0.0,0.0,0.0
5297,0.681887,Jon Tenney,6.0,1997,0.0,40049350.1465439,40049350.1465439
8869,0.090689,Jon Tenney,6.1,2000,0.0,0.0,0.0
7228,0.145065,Sam Charles,6.4,2004,3463336.19943644,2352234.45216024,-1111101.7472762
6322,0.561685,Allie Mickelson,6.7,2005,7815943.02758145,54806319.2569315,46990376.229350045
1202,0.124685,Melanie Lynskey,4.8,2014,0.0,0.0,0.0
1217,0.107621,Melanie Lynskey,7.8,2014,0.0,0.0,0.0
1222,0.101299,Melanie Lynskey,5.4,2014,0.0,0.0,0.0
1460,1.01800499999999,Melanie Lynskey,6.0,2009,22360809.5507489,36005808.5252009,13644998.974452004
1529,0.606857,Melanie Lynskey,5.6,2009,9147603.90712458,1001273.34646387,-8146330.560660711
1533,0.598075,Melanie Lynskey,6.6,2009,25410010.8531238,166354259.053231,140944248.20010722
3643,0.410207,Melanie Lynskey,6.8,2011,10499717.9051696,10328339.9640159,-171377.9411537014
3689,0.282795,Melanie Lynskey,5.2,2011,0.0,0.0,0.0
4213,0.834029,Melanie Lynskey,6.6,1994,7355557.80799081,4485617.75137361,-2869940.0566171994
4658,0.327715,Melanie Lynskey,5.4,2012,0.0,0.0,0.0
5067,0.462609,Melanie Lynskey,6.4,2003,7112115.86869516,2.37070528956505,-7112113.497989871
9020,0.823963999999999,Melanie Lynskey,6.8,1998,34780082.1960357,87894313.4966918,53114231.300656095
9345,0.627123,Alonna Shaw,5.1,1991,24016392.6289528,48197244.7113501,24180852.082397297
3014,0.630893,Ron Ben-Yishai,7.7,2008,2025573.26761833,11268111.156979,9242537.88936067
10129,0.194495,Ed Wynn,4.6,1961,0.0,0.0,0.0
10170,0.055821,Ed Wynn,7.2,1960,22118902.3715887,52348068.9460932,30229166.574504502
5598,0.707968,Karen Mok,5.6,2013,23400833.8185106,1923493.31391376,-21477340.50459684
8533,0.544411,Karen Mok,5.8,1996,0.0,0.0,0.0
13,5.984995,Adam Sandler,5.8,2015,80959964.3776156,224146025.095748,143186060.7181324
81,2.060162,Adam Sandler,6.8,2015,73599967.6160142,428888671.768984,355288704.15296984
165,0.913085,Adam Sandler,4.8,2015,55199975.7120106,0.0,-55199975.7120106
689,2.445165,Adam Sandler,6.7,2014,36843642.0308583,113749780.089511,76906138.0586527
785,0.897075,Adam Sandler,5.4,2014,0.0,0.0,0.0
871,0.557453,Adam Sandler,6.4,2014,0.0,424772.191155867,424772.191155867
1531,0.604388,Adam Sandler,5.5,2009,76230032.5593715,62466935.9856777,-13763096.573693804
1954,1.659355,Adam Sandler,6.1,2010,80000000.0,271430189.0,191430189.0
2453,0.876587,Adam Sandler,6.2,1999,44769607.3535258,307368089.035491,262598481.68196517
2930,1.22837,Adam Sandler,5.8,2008,81022930.7047334,215596389.537184,134573458.8324506
2974,0.787623,Adam Sandler,5.6,2008,91150797.042825,204174046.167676,113023249.124851
3387,2.690458,Adam Sandler,6.3,2011,77551843.4073177,208341483.062677,130789639.6553593
3447,1.123666,Adam Sandler,4.2,2011,76582445.3647263,145093477.114451,68511031.74972469
3935,1.525009,Adam Sandler,5.7,2002,60613069.6810273,207623445.183843,147010375.5028157
3990,0.74198,Adam Sandler,6.9,2002,30306534.8405136,20608443.6915493,-9698091.148964297
4009,0.585172999999999,Adam Sandler,5.5,2002,0.0,28891984.600401,28891984.600401
4217,0.764286,Adam Sandler,5.7,1994,0.0,0.0,0.0
4420,1.418764,Adam Sandler,6.7,2012,80728263.9149409,340365179.525412,259636915.61047113
4452,1.020104,Adam Sandler,5.6,2012,66482099.6946572,55140602.0428999,-11341497.6517573
4985,1.412354,Adam Sandler,5.9,2003,88901448.3586895,232027828.998182,143126380.6394925
5481,1.447973,Adam Sandler,5.9,2013,74882668.2192339,231185521.810513,156302853.5912791
6306,0.636922,Adam Sandler,6.2,2005,91558189.7516685,212504959.494991,120946769.7433225
6572,1.888746,Adam Sandler,5.9,2006,89237705.5590547,257092530.630977,167854825.0719223
6972,2.668692,Adam Sandler,6.5,2004,86583404.9859111,226828759.266733,140245354.2808219
7025,1.042281,Adam Sandler,5.6,2004,92355631.9849719,63542252.9325222,-28813379.052449696
7449,1.09781,Adam Sandler,5.9,2007,89391829.5236814,195686301.564493,106294472.0408116
7612,0.390284,Adam Sandler,7.0,2007,21033371.6526309,23370503.1571616,2337131.504530702
8105,0.938457,Adam Sandler,6.2,1995,14309668.6710696,37904500.7056097,23594832.034540102
8473,1.303236,Adam Sandler,6.4,1996,16682600.867523,57284018.3603144,40601417.4927914
8521,0.618796,Adam Sandler,5.2,1996,34755418.4740063,31435516.9513992,-3319901.522607103
8732,0.561897,Adam Sandler,5.2,2000,107634829.719166,0.0,-107634829.719166
9004,1.053252,Adam Sandler,5.8,1998,30766995.7888008,248800182.140615,218033186.35181418
9018,0.878645,Adam Sandler,6.4,1998,24078518.4434093,164947197.815596,140868679.37218672
9291,0.153473,Adam Sandler,2.3,1989,0.0,0.0,0.0
9442,0.106169,Adam Sandler,4.9,1991,0.0,0.0,0.0
1390,4.90890199999999,Jordan Nagai,7.6,2009,177870075.971866,743337082.495734,565467006.523868
1671,0.358304,Jordan Nagai,6.9,2009,0.0,0.0,0.0
2235,0.260669,Gwendoline Yeo,5.7,2010,2500000.0,0.0,-2500000.0
6771,0.357119,Gwendoline Yeo,5.5,2006,0.0,0.0,0.0
7644,0.312239,Gwendoline Yeo,5.1,2007,0.0,5573843.48794719,5573843.48794719
4243,0.53801,Tracey Ellis,5.0,1994,25008896.5471687,0.0,-25008896.5471687
4549,0.518686,Tea Falco,5.6,2012,0.0,0.0,0.0
6276,0.784909,Rose Abdoo,6.4,2005,7815943.02758145,60964355.6151353,53148412.587553844
2341,0.136215,Ed Lauter,4.8,2010,0.0,0.0,0.0
3068,0.471096,Ed Lauter,6.0,2008,6076719.802855,0.0,-6076719.802855
6127,0.476896,Ed Lauter,5.4,1985,0.0,0.0,0.0
6174,0.160125,Ed Lauter,5.8,1985,0.0,0.0,0.0
6756,0.463068,Ed Lauter,5.8,2006,19470044.8492483,1294008.38574831,-18176036.463499993
8014,0.485585,Ed Lauter,5.8,1983,10946559.9887907,0.0,-10946559.9887907
8412,0.300086,Ed Lauter,5.0,1981,0.0,0.0,0.0
9791,0.181863,Ed Lauter,6.2,1974,0.0,190193917.148511,190193917.148511
9821,0.438899,Ed Lauter,6.0,1975,0.0,50584734.5206249,50584734.5206249
9825,0.328246,Ed Lauter,6.2,1975,0.0,0.0,0.0
10181,0.600495,Ed Lauter,6.7,1976,7663396.05695282,30270414.4249636,22607018.36801078
10579,0.155043,Ed Lauter,5.5,1986,0.0,0.0,0.0
10789,0.0766,Ed Lauter,6.7,1978,0.0,0.0,0.0
7302,0.200809,Patrick Magee,5.7,1972,0.0,0.0,0.0
9923,3.072555,Patrick Magee,7.7,1971,11847428.8117621,143186947.579974,131339518.7682119
9733,0.488336,Biff McGuire,7.0,1968,26956543.5442212,0.0,-26956543.5442212
10611,0.50142,Biff McGuire,7.3,1973,14733478.7363979,146352555.448219,131619076.71182111
386,0.291244,Adrian Rawlins,5.7,2015,0.0,0.0,0.0
861,0.590256999999999,Adrian Rawlins,4.9,2014,921091.050771459,24410131.4489038,23489040.39813234
9281,0.217076,Adrian Rawlins,6.6,1989,0.0,0.0,0.0
1682,0.569186,Dara McGarry,6.0,2009,0.0,0.0,0.0
192,0.768138,Louise Bourgoin,4.3,2015,0.0,0.0,0.0
3223,0.22711,Louise Bourgoin,4.7,2008,0.0,0.0,0.0
1339,0.622492,Terence Hill,6.1,1977,0.0,0.0,0.0
9423,0.201381,Terence Hill,4.3,1991,0.0,0.0,0.0
9661,0.318343,Terence Hill,5.6,1987,0.0,0.0,0.0
10063,0.384309,J.J. Clark,5.6,1990,4172246.35078645,342237.68586523,-3830008.66492122
4346,0.113703,Joseph Cousins,6.1,1994,0.0,0.0,0.0
966,0.363927,Olympia Dukakis,4.9,2014,0.0,0.0,0.0
2508,0.406308,Olympia Dukakis,5.8,1999,26181056.9318864,0.0,-26181056.9318864
5364,0.285559,Olympia Dukakis,5.2,1997,25810746.1003698,60223283.330673,34412537.2303032
5734,0.352703,Olympia Dukakis,4.8,2013,0.0,0.0,0.0
6715,0.513326,Olympia Dukakis,5.7,2006,0.0,0.0,0.0
6830,0.265007,Olympia Dukakis,6.6,2006,0.0,0.0,0.0
7528,0.569416,Olympia Dukakis,6.0,2007,10516685.8263154,18404200.196052,7887514.369736601
8211,0.421679,Olympia Dukakis,6.8,1995,0.0,152068807.469418,152068807.469418
9121,0.240661,Olympia Dukakis,5.7,1998,13376954.6907829,25416213.9124876,12039259.2217047
9193,1.274285,Olympia Dukakis,5.7,1989,13192387.0428244,520659541.956803,507467154.91397864
9670,0.421153,Olympia Dukakis,6.2,1987,0.0,154755659.800004,154755659.800004
1269,0.068752,Brittany Murphy,4.7,2014,2763273.15231437,0.0,-2763273.15231437
1759,0.242864,Brittany Murphy,6.3,2009,0.0,0.0,0.0
1903,0.021121,Brittany Murphy,5.6,2009,0.0,0.0,0.0
2247,0.245627,Brittany Murphy,4.8,2010,0.0,0.0,0.0
2457,0.797082,Brittany Murphy,7.5,1999,52362113.8637728,0.0,-52362113.8637728
2575,0.218481,Brittany Murphy,5.9,1999,0.0,0.0,0.0
2704,0.65104,Brittany Murphy,6.1,2001,61574405.8346921,123173554.728624,61599148.8939319
2745,0.443923,Brittany Murphy,6.4,2001,59111429.6013044,44017459.0533279,-15093970.547976494
3207,0.248871,Brittany Murphy,6.4,2008,0.0,0.0,0.0
3934,1.558805,Brittany Murphy,6.7,2002,49702717.1384424,260636199.628417,210933482.4899746
4047,0.441684,Brittany Murphy,6.5,2002,2424522.78724109,0.0,-2424522.78724109
5032,0.648946,Brittany Murphy,5.3,2003,21336347.6060855,120390264.319415,99053916.7133295
5075,0.439958,Brittany Murphy,6.2,2003,23707052.8956505,43971435.1348954,20264382.2392449
5237,2.407266,Brittany Murphy,6.3,1997,4754611.12375233,0.0,-4754611.12375233
6362,0.426203,Brittany Murphy,6.3,2005,0.0,0.0,0.0
6785,0.445936,Brittany Murphy,5.7,2006,0.0,0.0,0.0
7180,0.252151,Brittany Murphy,5.2,2004,40405588.9934252,25438010.4380335,-14967578.5553917
8084,1.441055,Brittany Murphy,6.9,1995,17171602.4052835,0.0,-17171602.4052835
8843,0.150887,Brittany Murphy,4.3,2000,0.0,0.0,0.0
9076,0.41932,Brittany Murphy,5.3,1998,0.0,0.0,0.0
2207,0.346071,Angela Wesselman-Pierce,6.4,2010,30000.0,3045943.0,3015943.0
5198,0.126182,Pascal Sellem,4.8,2003,674722.876405176,674722.876405176,0.0
6459,0.204153,Karoliina Blackburn,7.1,2005,18309.4048237543,0.0,-18309.4048237543
462,0.204356,Will Forte,4.0,2015,0.0,0.0,0.0
848,0.623706,Will Forte,5.7,2014,0.0,103158.5133222,103158.5133222
2067,0.649289999999999,Will Forte,5.2,2010,10000000.0,6110000.0,-3890000.0
5549,0.932599,Will Forte,6.4,2013,73010601.5137531,232496289.563789,159485688.0500359
5591,0.724877,Will Forte,7.3,2013,11232400.232885,16525586.4716971,5293186.2388121
7725,0.144703,Will Forte,4.9,2007,0.0,0.0,0.0
1851,0.11886,Kenan Thompson,4.1,2009,109.771246885494,0.0,-109.771246885494
5412,0.132178,Kenan Thompson,5.2,1997,0.0,0.0,0.0
6677,0.646745,Kenan Thompson,5.2,2006,35695082.2236219,67087299.6789281,31392217.455306202
7182,0.251389,Kenan Thompson,4.3,2004,0.0,0.0,0.0
8159,0.464259,Kenan Thompson,6.1,1995,0.0,25312626.1933905,25312626.1933905
2398,0.028456,Craig Hall,7.3,2010,3.0,43.0,40.0
3865,0.082769,Craig Hall,4.8,2011,0.0,0.0,0.0
3451,1.114169,Brian Hallisay,4.9,2011,5816388.25554883,0.0,-5816388.25554883
4188,1.455878,Graham Greene,6.3,1994,0.0,0.0,0.0
6077,0.002648,Graham Greene,2.2,2013,0.0,0.0,0.0
8073,2.230236,Graham Greene,6.7,1995,128787018.039626,523879354.03866,395092335.999034
8321,0.344615,Graham Greene,5.6,1992,0.0,0.0,0.0
9985,1.695911,Graham Greene,7.3,1990,36715767.8869207,707961527.215729,671245759.3288083
607,0.079539,Avan Jogia,4.0,2015,0.0,0.0,0.0
4829,0.140016,Avan Jogia,5.7,2012,0.0,0.0,0.0
2222,0.279938,Ben Cross,6.4,2010,0.0,0.0,0.0
2825,0.205204,Ben Cross,3.8,2001,0.0,0.0,0.0
5622,0.607881,Ben Cross,5.5,2013,0.0,0.0,0.0
5878,0.19911,Ben Cross,4.0,2013,46801.6676370212,0.0,-46801.6676370212
6630,0.912863,Ben Cross,7.1,2006,0.0,0.0,0.0
6772,0.355816,Ben Cross,4.7,2006,0.0,0.0,0.0
6874,0.187887,Ben Cross,4.5,2006,0.0,0.0,0.0
7408,2.042307,Ben Cross,4.1,2007,3996340.61399987,0.0,-3996340.61399987
8136,0.602056,Ben Cross,5.8,1995,78703177.6908831,182591994.713436,103888817.02255291
8387,0.6599,Ben Cross,6.6,1981,13190049.4267124,141428276.108503,128238226.68179062
9580,0.175236,Ben Cross,5.5,1988,0.0,444.377736564764,444.377736564764
1848,0.038585,Amanda Anka,5.5,2009,0.0,0.0,0.0
5953,0.138365,Ian Sinclair,5.5,2013,0.0,0.0,0.0
9687,0.159347,Nancy Francis,6.4,1987,0.0,0.0,0.0
8911,0.555585,Arthur Malet,7.3,1982,15817496.8178585,33139312.1512948,17321815.333436303
8957,0.064322,Bob Brady,5.0,1982,0.0,0.0,0.0
10492,0.828454999999999,Toby Froud,6.9,1986,49735160.2715539,25324978.4895431,-24410181.782010797
966,0.363927,Joan Jett,4.9,2014,0.0,0.0,0.0
5980,0.110315,Joan Jett,7.3,2013,0.0,0.0,0.0
6667,0.701814,Sherry Miller,6.2,2006,16765871.9535193,7988596.17839796,-8777275.775121339
8650,0.122372,Sherry Miller,5.2,1996,0.0,0.0,0.0
3556,0.597094999999999,Katie McGrath,6.5,2011,0.0,0.0,0.0
6400,0.330618,Wilson Jermaine Heredia,6.5,2005,44662531.5861797,35362251.6525974,-9300279.933582306
39,3.227329,Emory Cohen,7.3,2015,10119995.5472019,57110024.5915891,46990029.0443872
3251,0.318063,Emory Cohen,5.1,2008,0.0,0.0,0.0
5480,1.454579,Emory Cohen,6.7,2013,14040500.2911063,33215712.6302724,19175212.339166097
7573,0.462363,Diana Glenn,6.0,2007,736.168007842082,0.0,-736.168007842082
4082,0.313973,Danny Nucci,5.0,2002,12122613.9362054,0.0,-12122613.9362054
1715,0.299873,Channon Roe,5.3,2009,0.0,0.0,0.0
5368,0.272686,Fran Drescher,5.3,1997,21735365.1371535,0.0,-21735365.1371535
9296,0.137632,Fran Drescher,6.7,1989,8794924.69521628,0.0,-8794924.69521628
10034,0.411259,Fran Drescher,4.0,1990,0.0,46020020.774449,46020020.774449
685,2.549403,Ian McShane,5.6,2014,92109105.0771459,224193561.757773,132084456.68062711
835,0.676471,Ian McShane,5.8,2014,0.0,0.0,0.0
1462,0.999299,Ian McShane,6.0,2009,27442811.7213737,29475612.5896236,2032800.8682499006
1623,0.41083,Ian McShane,5.4,2009,0.0,0.0,0.0
2170,0.082894,Ian McShane,7.3,2010,0.0,0.0,0.0
2907,1.583079,Ian McShane,5.9,2008,45575398.5214125,74705690.2809348,29130291.759522296
3375,4.95513,Ian McShane,6.3,2011,368371256.184759,990417500.348983,622046244.164224
4372,3.335603,Ian McShane,5.7,2012,161456527.829881,376668581.9843,215212054.154419
5494,1.3317,Ian McShane,5.5,2013,182526503.784382,185042189.831308,2515686.0469260216
6619,0.969469,Ian McShane,6.5,2006,70308495.2889522,47101677.2253801,-23206818.0635721
6721,0.489898,Ian McShane,6.2,2006,4326676.63316629,34164413.2793926,29837736.64622631
7530,0.567972,Ian McShane,4.7,2007,0.0,0.0,0.0
8786,0.607671,Ian McShane,6.8,2000,6331460.57171569,0.0,-6331460.57171569
10730,0.575,Ian McShane,6.1,1969,71331170.4137326,0.0,-71331170.4137326
7959,0.229117,John Patrick Reger,4.4,1984,0.0,0.0,0.0
3075,0.45518,Moni Moshonov,6.5,2008,12153439.60571,3188436.65039861,-8965002.95531139
3895,0.025338,James Nardini,6.7,2011,59843.8493632993,0.0,-59843.8493632993
1842,0.190628,Joe Hansard,4.1,2009,3557401.51943733,0.0,-3557401.51943733
5278,0.797298,Philip Bosco,6.3,1997,51621492.2007396,406571694.44152,354950202.24078035
7588,0.428296,Philip Bosco,6.7,2007,0.0,0.0,0.0
9444,0.098145,Philip Bosco,6.4,1991,26257922.607655,0.0,-26257922.607655
10033,0.411888,Philip Bosco,5.4,1990,0.0,0.0,0.0
10574,0.200781,Philip Bosco,6.7,1986,0.0,63368721.5577052,63368721.5577052
890,0.514113,Ben Vereen,5.4,2014,0.0,0.0,0.0
7840,0.550722,Ben Vereen,6.8,1979,0.0,113643277.115123,113643277.115123
10373,0.174646,Ben Vereen,6.1,1993,0.0,9924608.01329299,9924608.01329299
24,4.648046,Ryan Gosling,7.3,2015,25759988.6656049,122678731.541358,96918742.87575309
1974,1.271367,Ryan Gosling,6.9,2010,1000000.0,12355734.0,11355734.0
2082,0.608691,Ryan Gosling,5.9,2010,0.0,0.0,0.0
2800,0.353327,Ryan Gosling,6.8,2001,1847232.17504076,513438.18305258,-1333793.9919881802
3373,5.903353,Ryan Gosling,7.3,2011,14540970.638872,73844056.8144804,59303086.1756084
3383,2.924415,Ryan Gosling,6.9,2011,48469902.1295736,138479670.753648,90009768.62407441
3520,0.771868,Ryan Gosling,6.4,2011,12117475.5323934,73667524.5839343,61550049.05154091
3974,0.90146,Ryan Gosling,6.1,2002,60613069.6810273,68752370.8802205,8139301.199193202
5073,0.448434,Ryan Gosling,6.4,2003,0.0,407543.204918549,407543.204918549
5480,1.454579,Ryan Gosling,6.7,2013,14040500.2911063,33215712.6302724,19175212.339166097
5509,1.212556,Ryan Gosling,6.1,2013,56162001.1644254,98471553.9464102,42309552.78198479
5557,0.890458,Ryan Gosling,5.3,2013,4492960.09315403,9676139.01218528,5183178.919031249
6304,0.661473,Ryan Gosling,6.4,2005,55828164.4827247,9314518.34865202,-46513646.13407268
6796,0.490229,Ryan Gosling,6.2,2006,757168.410804101,0.0,-757168.410804101
6966,3.425628,Ryan Gosling,7.5,2004,33478916.5945523,133457615.92248,99978699.32792771
7438,1.219374,Ryan Gosling,7.1,2007,0.0,41015074.7226303,41015074.7226303
7562,0.475818,Ryan Gosling,7.0,2007,12620022.9915785,11877190.5599283,-742832.4316502009
5959,0.134363,Clarence Carter,6.9,2013,0.0,0.0,0.0
8875,0.066233,Sergei Bodrov Jr.,7.4,2000,1899438.1715147,0.0,-1899438.1715147
1515,0.66342,America Olivo,4.5,2009,0.0,202706.836980144,202706.836980144
4464,0.913638,America Olivo,5.8,2012,5698465.68811347,29519.0020087091,-5668946.6861047605
5575,0.799644999999999,America Olivo,5.3,2013,2714496.72294723,70125.7467206071,-2644370.976226623
356,0.329776,Craig Smith,6.1,2015,0.0,0.0,0.0
360,0.32705,Craig Smith,5.8,2015,0.0,0.0,0.0
1101,0.21533,Craig Smith,6.2,2014,0.0,0.0,0.0
3730,0.430731,Craig Smith,6.7,2011,96939.8042591472,0.0,-96939.8042591472
9623,0.606128,Craig Smith,6.2,1987,49339.5580626422,0.0,-49339.5580626422
202,0.699932,Klara Kristin,4.7,2015,2759998.78560053,639647.198555232,-2120351.587045298
6188,0.069492,Eric Deacon,5.5,1985,0.0,0.0,0.0
8947,0.174119,Ding Laam,7.2,1982,0.0,0.0,0.0
1251,0.078644,Zhou Dong-Yu,6.0,2014,0.0,0.0,0.0
1790,0.209043,Cassandra Peterson,6.9,2009,0.0,0.0,0.0
2364,0.111048,Cassandra Peterson,5.4,2010,0.0,0.0,0.0
2788,0.286107,Cassandra Peterson,5.6,2001,1847232.17504076,0.0,-1847232.17504076
