,popularity,vote_average,budget_adj,revenue_adj,net_profit
2724,0.526992,6.6,83741191.9351813,87521717.6008099,3780525.665628597
2725,0.522846,6.4,4925952.46677537,55305498.3358285,50379545.869053125
2726,0.521071,5.5,21797339.665481,38160978.1562332,16363638.490752198
2727,0.51549,6.1,0.0,0.0,0.0
2728,0.510452,5.0,61574405.8346921,98468064.4959882,36893658.66129611
2729,0.509877999999999,5.7,25861250.4505707,34492088.119871,8630837.6693003
2730,0.499611,6.5,49259524.6677537,80975550.4043776,31716025.7366239
2731,0.499301,6.5,14777857.4003261,38367547.9729274,23589690.5726013
2732,0.493547999999999,4.7,0.0,0.0,0.0
2733,0.493288,4.8,13546369.2836322,28854709.8940341,15308340.610401899
2734,0.478397,6.6,0.0,0.0,0.0
2735,0.472538,6.5,88667144.4019567,45956129.2210332,-42711015.18092351
2736,0.471789,5.4,76352263.2350183,23053673.0549291,-53298590.1800892
2737,0.467592,6.0,0.0,0.0,0.0
2738,0.467091,6.6,123148.811669384,604014.134035412,480865.322366028
2739,0.455335,4.1,0.0,0.0,0.0
2740,0.455072,5.1,55416965.2512229,0.0,-55416965.2512229
2741,0.453846,7.3,2560263.7946065,5047869.79032806,2487605.9957215604
2742,0.451722,4.6,34481667.2674276,17254173.1129938,-17227494.1544338
2743,0.447612,5.2,27092738.5672645,23831227.2628809,-3261511.304383602
2744,0.446532,6.1,0.0,0.0,0.0
2745,0.443923,6.4,59111429.6013044,44017459.0533279,-15093970.547976494
2746,0.4396,4.5,12314881.1669384,0.0,-12314881.1669384
2747,0.439101,5.6,92361608.7520382,16744434.3202438,-75617174.43179439
2748,0.438395,7.1,0.0,0.0,0.0
2749,0.427875,5.5,60342917.7179983,0.0,-60342917.7179983
2750,0.427146,6.6,18472321.7504076,0.0,-18472321.7504076
2751,0.421293,5.3,17240833.6337138,12837610.9278314,-4403222.7058824
2752,0.414765,5.9,0.0,19340529.4930936,19340529.4930936
2753,0.414311,6.4,46796548.434366,255267690.419157,208471141.98479098
2754,0.40848,5.7,7388928.70016306,868578.420609101,-6520350.279553959
2755,0.405522,6.4,16009345.5170199,112112555.058294,96103209.5412741
2756,0.403778,5.3,0.0,0.0,0.0
2757,0.400459,6.3,0.0,592113.032875683,592113.032875683
2758,0.390268,4.0,0.0,0.0,0.0
2759,0.390152,5.6,2093529.79837953,0.0,-2093529.79837953
2760,0.386262,5.5,43102084.0842845,182179184.722848,139077100.6385635
2761,0.38279,6.1,43102084.0842845,36205750.630799,-6896333.453485496
2762,0.382563,7.2,0.0,0.0,0.0
2763,0.381873,6.1,0.0,0.0,0.0
2764,0.381751,6.1,92361608.7520382,83287884.8538907,-9073723.898147494
2765,0.380227,4.5,27092738.5672645,104396624.392553,77303885.8252885
2766,0.379856,5.7,18472321.7504076,14777857.4003261,-3694464.3500814997
2767,0.363073,6.5,0.0,0.0,0.0
2768,0.356425,4.7,0.0,0.0,0.0
2769,0.541416,6.6,16009345.5170199,20848013.8005484,4838668.283528501
2770,0.352726,6.0,0.0,0.0,0.0
2771,0.350862,4.5,0.0,0.0,0.0
2772,0.20867,4.8,115759882.969221,67417494.2985179,-48342388.6707031
2773,0.348262,6.1,29555714.8006522,18204689.8269352,-11351024.973717
2774,0.362592,6.5,0.0,0.0,0.0
2775,0.333096,6.3,615744.058346921,0.0,-615744.058346921
2776,0.318067,5.7,0.0,0.0,0.0
2777,0.328665,5.8,43102084.0842845,16845418.8087889,-26256665.2754956
2778,0.324227,6.3,107139466.152364,433104848.775106,325965382.622742
2779,0.323191,5.4,92361608.7520382,66807360.9000306,-25554247.852007598
2780,0.321852,6.5,0.0,0.0,0.0
2781,0.318495,6.1,16009345.5170199,0.0,-16009345.5170199
2782,0.501163,6.5,12314881.1669384,54753008.4331074,42438127.266169
2783,0.300784,7.0,0.0,0.0,0.0
2784,0.300216,5.9,49259524.6677537,0.0,-49259524.6677537
2785,0.298712,5.6,0.0,0.0,0.0
2786,0.293357,4.7,0.0,0.0,0.0
2787,0.293121,6.2,0.0,0.0,0.0
2788,0.286107,5.6,1847232.17504076,0.0,-1847232.17504076
2789,0.283553,5.6,0.0,0.0,0.0
2790,0.282381,5.4,0.0,0.0,0.0
2791,0.278317,5.4,0.0,913017.900788115,913017.900788115
2792,0.457617,4.4,0.0,0.0,0.0
2793,0.299969,4.8,41870595.9675906,24252792.7379638,-17617803.2296268
2794,0.274314,6.5,6157440.58346921,363542.680976722,-5793897.902492488
2795,0.274027,4.9,0.0,0.0,0.0
2796,0.27279,3.6,8620416.8168569,0.0,-8620416.8168569
2797,0.272619,6.5,43102084.0842845,0.0,-43102084.0842845
2798,0.272562,5.9,0.0,0.0,0.0
2799,0.271443,6.0,0.0,0.0,0.0
2800,0.353327,6.8,1847232.17504076,513438.18305258,-1333793.9919881802
2801,0.269944,5.3,14777857.4003261,21295361.7108424,6517504.310516302
2802,0.263042,4.0,92361608.7520382,6661755.90255333,-85699852.84948486
2803,0.258176,4.8,0.0,0.0,0.0
2804,0.257859,5.8,0.0,0.0,0.0
2805,0.251798,6.3,307872.02917346,5156155.77191707,4848283.74274361
2806,0.25108,5.8,0.0,0.0,0.0
2807,0.249357,6.2,0.0,0.0,0.0
2808,0.241272,5.8,0.0,0.0,0.0
2809,0.20342,6.5,0.0,0.0,0.0
2810,0.239869,4.4,13546369.2836322,29529117.1203078,15982747.8366756
2811,0.227672,5.5,46796548.434366,0.0,-46796548.434366
2812,0.507235,6.3,0.0,0.0,0.0
2813,0.224439,5.6,0.0,0.0,0.0
2814,0.223151,5.7,0.0,0.0,0.0
2815,0.221355,6.0,0.0,0.0,0.0
2816,0.906593,5.4,0.0,0.0,0.0
2817,0.216654,5.7,0.0,0.0,0.0
2818,0.213105,5.8,0.0,0.0,0.0
2819,0.210756,6.7,0.0,0.0,0.0
2820,0.167033,5.6,114528394.852527,454149183.948242,339620789.09571505
2821,0.209655,5.6,0.0,0.0,0.0
2822,0.209579,5.2,27092738.5672645,0.0,-27092738.5672645
2823,0.20688,5.6,70194822.651549,76491292.0859524,6296469.434403405
2824,0.205873,4.5,0.0,0.0,0.0
2825,0.205204,3.8,0.0,0.0,0.0
2826,0.203888,5.7,0.0,0.0,0.0
2827,0.151506,6.7,0.0,0.0,0.0
2828,0.202684,4.3,0.0,0.0,0.0
2829,0.198443,3.9,0.0,0.0,0.0
2830,0.254157,5.4,0.0,0.0,0.0
2831,0.017536,4.7,0.0,0.0,0.0
2832,0.195196,5.9,1231488.11669384,12331412.6634169,11099924.54672306
2833,0.194196,7.5,0.0,0.0,0.0
2834,0.191718,4.2,0.0,0.0,0.0
2835,0.191697,7.1,0.0,0.0,0.0
2836,0.191566,5.1,49259524.6677537,33316451.6837336,-15943072.984020095
2837,0.189393,5.7,8620416.8168569,4491229.77265374,-4129187.0442031603
2838,0.210173,4.6,6157440.58346921,0.0,-6157440.58346921
2839,0.18527,6.0,0.0,0.0,0.0
2840,0.185009,5.2,862041.68168569,2053127.13624704,1191085.45456135
2841,0.173806,5.1,30787202.917346,0.0,-30787202.917346
2842,0.169845,4.6,0.0,0.0,0.0
2843,0.114027,6.9,0.0,0.0,0.0
2844,0.168793,6.3,0.0,0.0,0.0
2845,0.164669,5.9,7388928.70016306,2494056.5304768,-4894872.16968626
2846,0.26321,5.4,13546369.2836322,16350409.8454026,2804040.5617704
2847,0.150233999999999,5.7,0.0,0.0,0.0
2848,0.149414,6.0,0.0,0.0,0.0
2849,0.148963,4.0,12314881.1669384,9010377.38091294,-3304503.786025461
2850,0.138860999999999,6.7,0.0,0.0,0.0
2851,0.133455,5.9,0.0,0.0,0.0
2852,0.19853,5.6,0.0,0.0,0.0
2853,0.130018,7.2,0.0,0.0,0.0
2854,0.12891,5.6,8620416.8168569,12597299.5682279,3976882.751371
2855,0.128169,3.7,18472321.7504076,200940.684512817,-18271381.065894783
2856,0.126065,5.8,6157440.58346921,6743702.81630248,586262.23283327
2857,0.116784,4.5,0.0,0.0,0.0
2858,0.115221,6.1,5911142.96013044,0.0,-5911142.96013044
2859,0.115051,6.1,0.0,0.0,0.0
2860,0.114896,6.0,0.0,0.0,0.0
2861,0.108157,4.3,0.0,0.0,0.0
2862,0.200262,5.6,0.0,0.0,0.0
2863,0.100277,4.0,0.0,0.0,0.0
2864,0.097715,6.8,0.0,0.0,0.0
2865,0.089976,7.4,19703809.8671014,36183151.5923695,16479341.725268096
2866,0.080857,6.4,0.0,0.0,0.0
2867,0.07442,6.6,0.0,0.0,0.0
2868,0.047972,5.5,0.0,0.0,0.0
2869,0.0619169999999999,5.3,0.0,0.0,0.0
2870,0.047949,5.7,0.0,0.0,0.0
2871,0.026783,5.8,0.0,0.0,0.0
2872,0.011723,7.1,0.0,0.0,0.0
2873,0.007336,6.4,0.0,0.0,0.0
2874,0.001349,5.5,203195.539254484,0.0,-203195.539254484
2875,8.46666799999999,8.1,187365527.254695,1014733032.48168,827367505.226985
2876,5.678119,7.6,182301594.08565,527977683.854196,345676089.768546
2877,4.977955,7.3,141790128.733283,592656630.491278,450866501.757995
2878,3.647612,7.2,25319665.8452291,229730967.409741,204411301.56451192
2879,3.16167,5.6,187365527.254695,796694459.895067,609328932.640372
2880,3.107665,5.8,37473105.4509392,397636870.011266,360163764.5603268
2881,3.086676,6.0,202557326.761833,593584854.505097,391027527.743264
2882,3.036644,6.8,131662262.395191,639822446.349653,508160183.954462
2883,2.90047,5.9,19242946.0423741,18995761.2853801,-247184.75699400157
2884,2.543535,6.2,52664904.9580767,617639458.693902,564974553.7358253
2885,2.537342,7.2,151917995.071375,338201950.262453,186283955.191078
2886,2.511394,5.1,146854061.902329,406257724.017262,259403662.11493298
2887,2.349544,6.1,151917995.071375,165805400.340377,13887405.26900199
2888,2.245306,7.6,33421958.9157025,273410085.005207,239988126.0895045
2889,2.217084,6.1,151917995.071375,611622206.683824,459704211.61244893
2890,2.188028,6.4,86086863.8737792,162438886.428942,76352022.5551628
2891,2.017536,5.9,86086863.8737792,225072774.796359,138985910.92257982
2892,1.996757,5.7,45575398.5214125,103002486.998857,57427088.47744451
2893,1.982998,6.3,75958997.5356875,261572412.016186,185613414.4804985
2894,1.975355,6.7,48613758.42284,0.0,-48613758.42284
2895,1.929591,7.5,15191799.5071375,382742747.738751,367550948.2316135
2896,1.886872,5.9,30383599.014275,110373030.585751,79989431.571476
2897,1.845165,6.6,75958997.5356875,202836855.872764,126877858.33707649
2898,1.841839,5.2,106342596.549962,269401244.593238,163058648.043276
2899,1.800286,6.0,151917995.071375,632008606.053142,480090610.98176694
2900,1.742288,7.2,15191799.5071375,42537038.619985,27345239.1128475
2901,1.682909,5.8,35447532.1833208,172173727.747558,136726195.5642372
2902,1.628345,6.1,227876992.607062,425017341.94553,197140349.338468
2903,1.622426,6.4,93176370.3104434,190477465.092283,97301094.78183961
2904,1.611632,6.2,81022930.7047334,180343441.011457,99320510.3067236
2905,1.61062,7.6,12659832.9226145,20677622.1147228,8017789.1921083
2906,1.605544,6.2,50639331.6904583,114692303.267209,64052971.576750696
2907,1.583079,5.9,45575398.5214125,74705690.2809348,29130291.759522296
2908,1.561177,6.4,23294092.5776108,152745137.915207,129451045.33759621
2909,1.559851,5.1,81022930.7047334,236074344.818198,155051414.1134646
2910,1.537337,4.3,9115079.7042825,0.0,-9115079.7042825
2911,1.531599,7.4,55703264.8595042,170317989.68335,114614724.8238458
2912,1.499784,6.4,25319665.8452291,172947523.068241,147627857.2230119
2913,1.480497,6.3,151917995.071375,313943594.671445,162025599.60007
2914,1.475988,6.3,30383599.014275,106517925.108074,76134326.093799
2915,1.468543,6.3,131662262.395191,50187630.8773527,-81474631.5178383
2916,1.462377,6.3,70895064.3666417,228880641.879861,157985577.5132193
2917,1.462242,6.8,60767198.02855,247203367.961183,186436169.932633
2918,1.446456,6.5,70895064.3666417,114728569.130992,43833504.764350295
2919,1.435434,6.3,37473105.4509392,165813497.569514,128340392.1185748
2920,1.400898,6.1,30383599.014275,162308496.226559,131924897.21228401
2921,1.380024,5.8,60767198.02855,58225482.35989,-2541715.66866
2922,1.377239,6.5,35447532.1833208,70716002.6769976,35268470.493676804
2923,1.354387,6.4,20255732.6761833,65651661.3549383,45395928.678755
2924,1.351237,6.6,65831131.1975958,129745707.506409,63914576.30881321
2925,1.341805,6.5,0.0,56156960.8622784,56156960.8622784
2926,1.34132,5.3,70895064.3666417,112653311.589479,41758247.2228373
2927,1.300453,6.5,20255732.6761833,42159705.7166133,21903973.040430002
2928,1.273395,6.6,27345239.1128475,102924282.653355,75579043.5405075
2929,1.254928,7.0,6076719.802855,45275608.6138718,39198888.8110168
2930,1.22837,5.8,81022930.7047334,215596389.537184,134573458.8324506
2931,1.210534,5.5,20762125.9930879,10218382.1179151,-10543743.8751728
2932,1.172718,5.3,35447532.1833208,86509099.6853474,51061567.502026595
2933,1.169851,6.0,35447532.1833208,73362657.2199331,37915125.036612295
2934,1.14205499999999,6.2,40511465.3523667,153094337.631464,112582872.2790973
2935,1.133017,6.0,24306879.21142,42643493.6358513,18336614.4244313
2936,1.121487,5.9,81022930.7047334,233635143.412612,152612212.7078786
2937,1.103468,6.3,28358025.7466566,93562168.0845004,65204142.337843806
2938,1.09571,4.3,0.0,0.0,0.0
2939,1.09445,6.8,0.0,0.0,0.0
2940,1.091878,6.1,0.0,0.0,0.0
2941,1.072485,7.1,32409172.2818933,0.0,-32409172.2818933
2942,1.064766,5.4,70895064.3666417,73030634.3649848,2135569.998343095
2943,1.056526,5.6,0.0,0.0,0.0
2944,1.054819,7.3,15191799.5071375,32411742.7343699,17219943.2272324
2945,1.043504,7.1,55703264.8595042,114465403.613703,58762138.7541988
2946,1.019335,6.2,91150797.042825,164921838.191535,73771041.14871
2947,1.01377,6.0,12153439.60571,44049253.637018,31895814.031308003
2948,1.007673,5.2,0.0,22997410.9122493,22997410.9122493
2949,0.988883,6.3,0.0,0.0,0.0
2950,0.978313,6.9,2937081.23804658,0.0,-2937081.23804658
2951,0.95811,4.6,0.0,0.0,0.0
2952,0.957704,6.4,0.0,0.0,0.0
2953,0.95684,6.2,20255732.6761833,66408286.903818,46152554.2276347
2954,0.951793,6.4,9115079.7042825,33395562.6576655,24280482.953383
2955,0.943042,5.3,81022930.7047334,165827299.82576,84804369.1210266
2956,0.938876,6.2,5063933.16904583,0.0,-5063933.16904583
2957,0.938555,6.8,7089506.43666417,9013801.04090159,1924294.6042374205
2958,0.931752,5.6,25319665.8452291,71343668.0782211,46024002.23299199
2959,0.905428,8.0,0.0,0.0,0.0
2960,0.900342,6.0,8608686.38737792,69155951.7216765,60547265.33429858
2961,0.892309,5.9,10938095.645139,115313387.580886,104375291.93574701
2962,0.885215,4.5,62792771.2961683,42353789.0576101,-20438982.238558196
2963,0.879116,5.6,121534396.0571,95147016.1077637,-26387379.949336305
2964,0.866771,6.7,15191799.5071375,97641394.1291594,82449594.62202191
2965,0.865104999999999,6.2,86086863.8737792,300937408.975801,214850545.1020218
2966,0.857292,6.6,0.0,0.0,0.0
2967,0.842487999999999,5.9,0.0,18362721.025491,18362721.025491
2968,0.826564,6.2,55703264.8595042,129542119.162854,73838854.3033498
2969,0.825749,6.5,30383599.014275,0.0,-30383599.014275
2970,0.822831,7.9,0.0,0.0,0.0
2971,0.822759,5.8,60767198.02855,74110222.3795867,13343024.351036698
2972,0.802785,6.3,15191799.5071375,6002188.83447298,-9189610.67266452
2973,0.798582,6.2,22281305.9438016,23831711.1192224,1550405.1754207984
2974,0.787623,5.6,91150797.042825,204174046.167676,113023249.124851
2975,0.785951,6.6,32409172.2818933,51809322.0527807,19400149.7708874
2976,0.780936,5.1,0.0,2465789.08029656,2465789.08029656
2977,0.774511,5.8,35447532.1833208,32898763.468543,-2548768.7147777975
2978,0.770810999999999,5.5,0.0,0.0,0.0
2979,0.765289,6.4,0.0,0.0,0.0
2980,0.764367,5.9,9115079.7042825,83444650.400233,74329570.69595051
2981,0.762934,6.6,7089506.43666417,0.0,-7089506.43666417
2982,0.759672999999999,7.1,20255732.6761833,55284562.6605013,35028829.984318
2983,0.749838,6.0,50639331.6904583,7123620.12885076,-43515711.56160754
2984,0.748854,5.4,30383599.014275,69243648.916298,38860049.902023
2985,0.743689,6.7,20255732.6761833,51558166.1593956,31302433.4832123
2986,0.73292,6.1,0.0,0.0,0.0
2987,0.730324,7.0,0.0,0.0,0.0
2988,0.721663,6.1,55703264.8595042,18097532.9732944,-37605731.8862098
2989,0.720175,5.8,40511465.3523667,85683451.714587,45171986.3622203
2990,0.719955,6.3,35447532.1833208,0.0,-35447532.1833208
2991,0.718964,5.9,0.0,565134.941665515,565134.941665515
2992,0.715969,5.8,25319665.8452291,17968149.4808253,-7351516.364403799
2993,0.714882,6.8,18230159.408565,26068130.3594136,7837970.950848602
2994,0.709809,5.6,12153439.60571,57029778.3577219,44876338.7520119
2995,0.702302,6.3,13166226.2395191,15084795.5609156,1918569.3213964999
2996,0.696406,5.0,45575398.5214125,43030660.6974372,-2544737.8239753023
2997,0.68675,4.0,30383599.014275,85729179.0311034,55345580.0168284
2998,0.68078,6.1,25319665.8452291,11350431.4673617,-13969234.3778674
2999,0.675717,5.3,40511465.3523667,0.0,-40511465.3523667
3000,0.674834,7.4,21268519.3099925,0.0,-21268519.3099925
3001,0.66791,6.2,0.0,0.0,0.0
3002,0.666414,6.3,25319665.8452291,20098729.4794236,-5220936.365805499
3003,0.66173,4.6,60767198.02855,39530416.4133012,-21236781.6152488
3004,0.651972,6.4,0.0,207276.912475384,207276.912475384
3005,0.651467,6.1,11647046.2888054,189089.290105439,-11457956.99869996
3006,0.648934,6.8,0.0,4034938.91073582,4034938.91073582
3007,0.646243999999999,6.2,20255732.6761833,20469829.6938508,214097.01766750216
3008,0.645064,4.3,18230159.408565,387060.718989384,-17843098.689575616
3009,0.642656,4.8,60767198.02855,165493183.540839,104725985.51228899
3010,0.634961,5.8,30383599.014275,22495435.3706414,-7888163.6436336
3011,0.634256,5.7,12153439.60571,7160735.72061997,-4992703.88509003
3012,0.633135,5.4,5063933.16904583,0.0,-5063933.16904583
3013,0.632340999999999,6.9,0.0,0.0,0.0
3014,0.630893,7.7,2025573.26761833,11268111.156979,9242537.88936067
3015,0.626646,6.9,8.10229307047334,0.0,-8.10229307047334
3016,0.624139999999999,4.9,0.0,0.0,0.0
3017,0.620489,6.1,65831131.1975958,420562471.312818,354731340.1152222
3018,0.615524,5.4,15191799.5071375,8874937.86554001,-6316861.641597489
3019,0.611016,5.4,0.0,0.0,0.0
3020,0.6067,5.7,60767198.02855,51527692.4223709,-9239505.606179096
3021,0.603395,4.4,0.0,0.0,0.0
3022,0.59883,4.9,6177998.46623592,0.0,-6177998.46623592
3023,0.598695,4.9,35447532.1833208,26202647.6673295,-9244884.515991297
3024,0.595488,7.2,11140652.9719008,38592634.7320186,27451981.7601178
3025,0.595424,5.8,10127866.3380916,0.0,-10127866.3380916
3026,0.593722,5.1,15191799.5071375,1158482.06780241,-14033317.43933509
3027,0.589940999999999,5.1,20255732.6761833,151190415.230366,130934682.5541827
3028,0.58326,6.7,20255732.6761833,0.0,-20255732.6761833
3029,0.579469999999999,6.5,35447532.1833208,76187576.3894318,40740044.20611101
3030,0.578298,6.1,0.0,0.0,0.0
3031,0.576989,6.2,5063933.16904583,16381192.8357904,11317259.66674457
3032,0.574813,6.8,0.0,0.0,0.0
3033,0.5725,6.6,0.0,0.0,0.0
3034,0.563354,5.1,8102293.07047334,0.0,-8102293.07047334
3035,0.560837,5.8,0.0,0.0,0.0
3036,0.555690999999999,6.1,0.0,0.0,0.0
3037,0.54408,7.1,0.0,2759310.85136059,2759310.85136059
3038,0.541117,6.0,0.0,0.0,0.0
3039,0.540913,6.0,0.0,0.0,0.0
3040,0.538299,4.9,0.0,0.0,0.0
3041,0.534059,6.9,0.0,0.0,0.0
3042,0.531905,6.2,8608686.38737792,9050932.83725693,442246.44987901114
3043,0.528292,6.4,0.0,16256605.900819,16256605.900819
3044,0.527397999999999,6.3,30383599.014275,31546610.2639038,1163011.249628801
3045,0.521748,6.0,0.0,125778.984839394,125778.984839394
3046,0.520388,6.2,0.0,0.0,0.0
3047,0.518011,5.0,6076719.802855,70385.6326898357,-6006334.170165164
3048,0.517412,5.8,30383599.014275,64649663.9371391,34266064.9228641
3049,0.514454,6.2,0.0,0.0,0.0
3050,0.513438,4.8,7089506.43666417,6309940.25774204,-779566.1789221298
3051,0.511786,8.0,0.0,0.0,0.0
3052,0.509401,6.2,0.0,0.0,0.0
3053,0.505290999999999,6.0,20255732.6761833,13373129.4337266,-6882603.242456699
3054,0.503798,5.4,0.0,0.0,0.0
3055,0.500510999999999,5.1,0.0,69272237.8573972,69272237.8573972
3056,0.499165,6.8,20255732.6761833,5601483.85395292,-14654248.822230378
3057,0.498026,5.1,60767198.02855,51297723.0125784,-9469475.015971601
3058,0.489539,5.6,0.0,0.0,0.0
3059,0.481188,5.3,12153439.60571,41377822.2818731,29224382.6761631
3060,0.480135,5.9,0.0,243550.878551893,243550.878551893
3061,0.480116,6.3,3544753.21833208,5298016.51814488,1753263.2998128003
3062,0.477295,5.9,8102293.07047334,0.0,-8102293.07047334
3063,0.475129,4.8,20255732.6761833,0.0,-20255732.6761833
3064,0.474343999999999,4.9,0.0,0.0,0.0
3065,0.472691,6.5,1.01278663380916,0.0,-1.01278663380916
3066,0.472491,5.3,0.0,372338.852480334,372338.852480334
3067,0.471356,6.2,0.0,0.0,0.0
3068,0.471096,6.0,6076719.802855,0.0,-6076719.802855
3069,0.469922,5.9,0.0,0.0,0.0
3070,0.466771,6.6,0.0,0.0,0.0
3071,0.460247999999999,6.4,0.0,0.0,0.0
3072,0.459885,5.6,0.0,0.0,0.0
3073,0.457004,6.4,0.0,0.0,0.0
3074,0.456683,6.8,3544753.21833208,0.0,-3544753.21833208
3075,0.45518,6.5,12153439.60571,3188436.65039861,-8965002.95531139
3076,0.453602,5.5,25319665.8452291,2025573.26761833,-23294092.577610772
3077,0.451304,6.0,27345239.1128475,44919535.1147304,17574296.001882903
3078,0.450911,7.1,40511465.3523667,9918721.84706354,-30592743.50530316
3079,0.44086,4.6,0.0,6659357.72312601,6659357.72312601
3080,0.436441,6.0,3544753.21833208,1129756.40050768,-2414996.8178244
3081,0.436406,4.6,16204586.1409466,50646974.1783971,34442388.03745049
3082,0.432911,5.1,10127866.3380916,23189500.0763641,13061633.7382725
3083,0.431801,5.0,0.0,0.0,0.0
3084,0.428849,6.0,0.0,2998854.1332025,2998854.1332025
3085,0.427022999999999,6.7,2025573.26761833,38623507.506977,36597934.23935867
3086,0.425109,4.9,0.0,0.0,0.0
3087,0.422873,5.7,0.0,85453934.0076331,85453934.0076331
3088,0.421657,5.2,10127866.3380916,0.0,-10127866.3380916
3089,0.421518,5.1,37473105.4509392,64616136.6484135,27143031.1974743
3090,0.42121,5.3,0.0,0.0,0.0
3091,0.417779,5.8,20255732.6761833,27993450.9165111,7737718.240327802
3092,0.415077,6.0,0.0,0.0,0.0
3093,0.412295,6.9,0.0,0.0,0.0
3094,0.473227,6.2,0.0,0.0,0.0
3095,0.407009,5.7,0.0,0.0,0.0
3096,0.402982,6.0,0.0,0.0,0.0
3097,0.25618,6.5,151917.995071375,0.0,-151917.995071375
3098,0.401061,4.7,18230159.408565,0.0,-18230159.408565
3099,0.400724,4.4,0.0,0.0,0.0
3100,0.400485,5.7,0.0,0.0,0.0
3101,0.399345,4.6,0.0,0.0,0.0
3102,0.399327,4.1,0.0,0.0,0.0
3103,0.397358,7.0,0.0,4554412.36701605,4554412.36701605
3104,0.395691,2.9,1012786.63380916,0.0,-1012786.63380916
3105,0.395538,5.8,14280291.5367092,0.0,-14280291.5367092
3106,0.395118,6.3,0.0,3848589.20847483,3848589.20847483
3107,0.394209,6.2,0.0,0.0,0.0
3108,0.39314,6.1,0.0,0.0,0.0
3109,0.390228,3.1,0.0,0.0,0.0
3110,0.389554,7.8,8483911.07409263,13166226.2395191,4682315.16542647
3111,0.388417,5.1,0.0,14985430.051486,14985430.051486
3112,0.388151,3.1,30383599.014275,0.0,-30383599.014275
3113,0.383036,7.1,0.0,0.0,0.0
3114,0.382852,6.1,3038359.9014275,3879111.55925794,840751.65783044
3115,0.374561,4.4,0.0,0.0,0.0
3116,0.374034,5.5,5063933.16904583,1312757.8301573,-3751175.33888853
3117,0.371517,6.3,6076719.802855,2937055.91838074,-3139663.88447426
3118,0.368391,5.1,25319665.8452291,6758752.60336804,-18560913.24186106
3119,0.363031,5.7,0.0,196771.276722881,196771.276722881
3120,0.361308,7.0,0.0,45445.7618322849,45445.7618322849
3121,0.361127,5.7,0.0,0.0,0.0
3122,0.360706,6.6,10127866.3380916,0.0,-10127866.3380916
3123,0.359106,5.5,12153439.60571,0.0,-12153439.60571
3124,0.358438,6.2,0.0,0.0,0.0
3125,0.357127,5.7,10127866.3380916,0.0,-10127866.3380916
3126,0.353759,6.2,0.0,0.0,0.0
3127,0.35338,5.2,0.0,39300795.4021107,39300795.4021107
3128,0.35254,5.6,15596914.1606611,0.0,-15596914.1606611
3129,0.349203,6.9,12153439.60571,0.0,-12153439.60571
3130,0.348973,5.2,0.0,0.0,0.0
3131,0.3487,6.4,0.0,42475655.6476831,42475655.6476831
3132,0.348223,2.6,253196.658452291,0.0,-253196.658452291
3133,0.345926,6.2,11647046.2888054,70453.4893943009,-11576592.799411098
3134,0.812489,3.3,25319665.8452291,14289694.2478175,-11029971.5974116
3135,0.344268,7.6,0.0,2995800.58150157,2995800.58150157
3136,0.233961,6.0,0.0,0.0,0.0
3137,0.359217,6.3,45575398.5214125,9443053.43826883,-36132345.08314367
3138,0.337577,5.1,0.0,0.0,0.0
3139,0.43785,7.2,0.0,0.0,0.0
3140,0.33643,5.4,0.0,0.0,0.0
3141,0.336308,6.6,0.0,0.0,0.0
3142,0.335675,5.0,6076719.802855,0.0,-6076719.802855
3143,0.335116,5.3,20255732.6761833,37088761.0257016,16833028.3495183
3144,0.333395,6.3,19242946.0423741,23851125.2262058,4608179.183831699
3145,0.173214,6.5,0.0,0.0,0.0
3146,0.32907,3.6,0.0,0.0,0.0
3147,0.326352,5.7,15191799.5071375,3578405.07981366,-11613394.42732384
3148,0.324091,6.5,0.0,190531.498271983,190531.498271983
3149,0.32288,5.1,8102293.07047334,2059162.33632861,-6043130.7341447305
3150,0.319223,5.6,0.0,0.0,0.0
3151,0.318796,6.5,0.0,0.0,0.0
3152,0.17515,6.4,0.0,0.0,0.0
3153,0.316727,4.4,0.0,0.0,0.0
3154,0.315842,6.9,0.0,0.0,0.0
3155,0.315339,5.3,0.0,0.0,0.0
3156,0.31438,4.7,2025573.26761833,0.0,-2025573.26761833
3157,0.312842,6.9,0.0,0.0,0.0
3158,0.308655,5.7,21268519.3099925,17825044.7550413,-3443474.5549511984
3159,0.308286,6.7,0.0,1121703.73398227,1121703.73398227
3160,0.305643,5.5,759589.975356875,0.0,-759589.975356875
3161,0.304742,6.5,0.0,0.0,0.0
3162,0.350424,5.2,0.0,0.0,0.0
3163,0.303895,6.3,0.0,0.0,0.0
3164,0.287248,6.1,0.0,0.0,0.0
3165,0.298961,5.4,0.0,0.0,0.0
3166,0.408518,5.9,0.0,0.0,0.0
3167,0.296576,5.7,0.0,0.0,0.0
3168,0.292965,6.5,1519179.95071375,0.0,-1519179.95071375
3169,0.289678,6.1,0.0,0.0,0.0
3170,0.288067,4.7,0.0,0.0,0.0
3171,0.019819,6.8,0.0,0.0,0.0
3172,0.283736,5.8,0.0,1853315.47858017,1853315.47858017
3173,0.283538,7.3,4760097.17890308,0.0,-4760097.17890308
3174,0.283048,6.9,0.0,0.0,0.0
3175,0.282915,5.6,0.0,168009.149109335,168009.149109335
3176,0.282905,5.6,25420944.5086101,29883752.3501713,4462807.841561202
